Gene,StateA,StateB
R3,cell_227,cell_223
z,cell_227,cell_224
S,cell_227,cell_387
T,cell_227,cell_1247
Z,cell_227,cell_1498
R2,cell_227,cell_1623
E,cell_227,cell_2606
z,cell_228,cell_60
s,cell_228,cell_224
T,cell_228,cell_230
R2,cell_228,cell_268
N,cell_228,cell_536
S,cell_228,cell_734
Z,cell_228,cell_1079
R3,cell_228,cell_3319
E,cell_228,cell_3376
z,cell_230,cell_55
R2,cell_230,cell_68
T,cell_230,cell_228
S,cell_230,cell_336
E,cell_230,cell_400
R3,cell_230,cell_476
s,cell_230,cell_477
N,cell_230,cell_678
Z,cell_230,cell_1232
T,cell_233,cell_0
S,cell_233,cell_113
E,cell_233,cell_149
R2,cell_233,cell_283
Z,cell_233,cell_441
z,cell_233,cell_486
s,cell_233,cell_700
N,cell_233,cell_1082
R3,cell_233,cell_1509
z,cell_234,cell_102
E,cell_234,cell_154
N,cell_234,cell_251
Z,cell_234,cell_283
S,cell_234,cell_289
T,cell_234,cell_299
R3,cell_234,cell_438
R2,cell_234,cell_441
s,cell_234,cell_902
Z,cell_235,cell_92
S,cell_235,cell_101
E,cell_235,cell_159
T,cell_235,cell_801
s,cell_235,cell_1138
R2,cell_235,cell_2342
N,cell_235,cell_2606
z,cell_235,cell_2734
R3,cell_235,cell_2768
R2,cell_236,cell_15
z,cell_236,cell_92
S,cell_236,cell_284
R3,cell_236,cell_287
T,cell_236,cell_374
s,cell_236,cell_456
N,cell_236,cell_647
E,cell_236,cell_891
Z,cell_236,cell_2734
R3,cell_237,cell_2
s,cell_237,cell_91
z,cell_237,cell_452
S,cell_237,cell_469
E,cell_237,cell_758
T,cell_237,cell_931
N,cell_237,cell_1377
R2,cell_237,cell_2465
Z,cell_237,cell_2486
s,cell_243,cell_244
R3,cell_243,cell_357
R2,cell_243,cell_359
Z,cell_243,cell_362
S,cell_243,cell_402
z,cell_243,cell_419
T,cell_243,cell_658
N,cell_243,cell_1061
E,cell_243,cell_1267
S,cell_244,cell_43
R2,cell_244,cell_212
E,cell_244,cell_220
s,cell_244,cell_243
T,cell_244,cell_251
N,cell_244,cell_299
R3,cell_244,cell_356
z,cell_244,cell_506
Z,cell_244,cell_514
T,cell_245,cell_205
E,cell_245,cell_335
S,cell_245,cell_355
R2,cell_245,cell_357
R3,cell_245,cell_359
z,cell_245,cell_853
Z,cell_245,cell_1068
N,cell_245,cell_1525
s,cell_245,cell_1718
N,cell_251,cell_234
T,cell_251,cell_244
R3,cell_251,cell_439
R2,cell_251,cell_444
s,cell_251,cell_658
Z,cell_251,cell_1085
z,cell_251,cell_1090
E,cell_251,cell_1487
S,cell_251,cell_2235
N,cell_252,cell_189
R2,cell_252,cell_205
T,cell_252,cell_357
s,cell_252,cell_439
z,cell_252,cell_518
R3,cell_252,cell_658
E,cell_252,cell_734
Z,cell_252,cell_2405
S,cell_252,cell_3376
Z,cell_253,cell_9
z,cell_253,cell_43
R2,cell_253,cell_49
s,cell_253,cell_397
S,cell_253,cell_506
R3,cell_253,cell_805
N,cell_253,cell_811
E,cell_253,cell_1243
T,cell_253,cell_3109
z,cell_254,cell_258
T,cell_254,cell_310
Z,cell_254,cell_355
R3,cell_254,cell_394
S,cell_254,cell_1068
R2,cell_254,cell_1076
E,cell_254,cell_1366
s,cell_254,cell_1555
N,cell_254,cell_1829
T,cell_255,cell_7
N,cell_255,cell_20
S,cell_255,cell_22
R2,cell_255,cell_23
R3,cell_255,cell_46
Z,cell_255,cell_47
s,cell_255,cell_258
z,cell_255,cell_1555
E,cell_255,cell_1618
S,cell_258,cell_132
z,cell_258,cell_254
s,cell_258,cell_255
T,cell_258,cell_307
Z,cell_258,cell_354
N,cell_258,cell_542
R3,cell_258,cell_780
R2,cell_258,cell_1375
E,cell_258,cell_1617
R3,cell_263,cell_33
T,cell_263,cell_40
N,cell_263,cell_194
s,cell_263,cell_556
z,cell_263,cell_557
R2,cell_263,cell_575
Z,cell_263,cell_1258
S,cell_263,cell_2382
E,cell_263,cell_3188
R3,cell_266,cell_267
N,cell_266,cell_268
s,cell_266,cell_272
z,cell_266,cell_411
R2,cell_266,cell_536
T,cell_266,cell_719
E,cell_266,cell_1216
S,cell_266,cell_1326
Z,cell_266,cell_1435
N,cell_267,cell_90
Z,cell_267,cell_170
R3,cell_267,cell_266
S,cell_267,cell_282
z,cell_267,cell_413
R2,cell_267,cell_1126
s,cell_267,cell_1130
E,cell_267,cell_2190
T,cell_267,cell_3202
z,cell_268,cell_56
T,cell_268,cell_68
R3,cell_268,cell_90
S,cell_268,cell_204
R2,cell_268,cell_228
N,cell_268,cell_266
s,cell_268,cell_269
E,cell_268,cell_997
Z,cell_268,cell_1237
R2,cell_269,cell_224
s,cell_269,cell_268
N,cell_269,cell_272
T,cell_269,cell_342
Z,cell_269,cell_653
R3,cell_269,cell_654
S,cell_269,cell_729
z,cell_269,cell_1623
E,cell_269,cell_2236
S,cell_272,cell_152
z,cell_272,cell_156
R2,cell_272,cell_182
s,cell_272,cell_266
N,cell_272,cell_269
E,cell_272,cell_435
T,cell_272,cell_549
Z,cell_272,cell_918
R3,cell_272,cell_1130
S,cell_273,cell_123
T,cell_273,cell_127
R3,cell_273,cell_153
N,cell_273,cell_216
s,cell_273,cell_281
R2,cell_273,cell_302
E,cell_273,cell_368
z,cell_273,cell_528
Z,cell_273,cell_633
E,cell_274,cell_1
T,cell_274,cell_31
s,cell_274,cell_153
R3,cell_274,cell_281
N,cell_274,cell_384
S,cell_274,cell_411
Z,cell_274,cell_575
R2,cell_274,cell_1258
z,cell_274,cell_1326
z,cell_276,cell_36
Z,cell_276,cell_150
s,cell_276,cell_154
N,cell_276,cell_197
R2,cell_276,cell_282
R3,cell_276,cell_667
E,cell_276,cell_902
S,cell_276,cell_1126
T,cell_276,cell_4546
R2,cell_281,cell_36
N,cell_281,cell_165
s,cell_281,cell_273
R3,cell_281,cell_274
z,cell_281,cell_282
S,cell_281,cell_413
E,cell_281,cell_466
Z,cell_281,cell_761
T,cell_281,cell_1419
T,cell_282,cell_162
N,cell_282,cell_163
S,cell_282,cell_267
R2,cell_282,cell_276
z,cell_282,cell_281
s,cell_282,cell_528
Z,cell_282,cell_560
E,cell_282,cell_697
R3,cell_282,cell_1326
R2,cell_283,cell_233
Z,cell_283,cell_234
R3,cell_283,cell_284
S,cell_283,cell_287
s,cell_283,cell_464
T,cell_283,cell_580
E,cell_283,cell_911
z,cell_283,cell_938
N,cell_283,cell_1085
z,cell_284,cell_94
S,cell_284,cell_236
R3,cell_284,cell_283
Z,cell_284,cell_438
s,cell_284,cell_462
T,cell_284,cell_1321
R2,cell_284,cell_1509
E,cell_284,cell_1905
N,cell_284,cell_2105
z,cell_287,cell_91
R2,cell_287,cell_113
R3,cell_287,cell_236
S,cell_287,cell_283
Z,cell_287,cell_289
E,cell_287,cell_332
T,cell_287,cell_431
s,cell_287,cell_452
N,cell_287,cell_1273
s,cell_288,cell_289
R3,cell_288,cell_436
Z,cell_288,cell_452
T,cell_288,cell_585
N,cell_288,cell_659
S,cell_288,cell_902
E,cell_288,cell_1126
R2,cell_288,cell_2190
z,cell_288,cell_2486
S,cell_289,cell_234
Z,cell_289,cell_287
s,cell_289,cell_288
E,cell_289,cell_327
T,cell_289,cell_644
R2,cell_289,cell_971
N,cell_289,cell_2235
R3,cell_289,cell_2734
z,cell_289,cell_2768
s,cell_293,cell_32
Z,cell_293,cell_125
z,cell_293,cell_344
E,cell_293,cell_365
N,cell_293,cell_606
S,cell_293,cell_1041
R2,cell_293,cell_1045
R3,cell_293,cell_1395
T,cell_293,cell_2678
N,cell_294,cell_138
R2,cell_294,cell_295
R3,cell_294,cell_370
Z,cell_294,cell_380
E,cell_294,cell_526
S,cell_294,cell_800
T,cell_294,cell_977
z,cell_294,cell_1133
s,cell_294,cell_2091
T,cell_295,cell_101
s,cell_295,cell_105
N,cell_295,cell_136
R2,cell_295,cell_294
R3,cell_295,cell_296
Z,cell_295,cell_381
S,cell_295,cell_801
z,cell_295,cell_1447
E,cell_295,cell_2040
T,cell_296,cell_102
E,cell_296,cell_125
R3,cell_296,cell_295
z,cell_296,cell_299
Z,cell_296,cell_365
R2,cell_296,cell_370
N,cell_296,cell_506
S,cell_296,cell_811
s,cell_296,cell_2095
T,cell_299,cell_234
N,cell_299,cell_244
z,cell_299,cell_296
E,cell_299,cell_347
Z,cell_299,cell_580
S,cell_299,cell_644
s,cell_299,cell_1061
R3,cell_299,cell_1447
R2,cell_299,cell_2139
s,cell_302,cell_36
E,cell_302,cell_102
T,cell_302,cell_125
z,cell_302,cell_154
S,cell_302,cell_158
R3,cell_302,cell_185
R2,cell_302,cell_273
Z,cell_302,cell_2678
N,cell_302,cell_6559
E,cell_303,cell_56
Z,cell_303,cell_307
R3,cell_303,cell_315
T,cell_303,cell_354
N,cell_303,cell_739
S,cell_303,cell_990
z,cell_303,cell_997
R2,cell_303,cell_1393
s,cell_303,cell_2607
R3,cell_305,cell_307
Z,cell_305,cell_315
s,cell_305,cell_318
S,cell_305,cell_502
T,cell_305,cell_780
R2,cell_305,cell_1377
z,cell_305,cell_2220
N,cell_305,cell_2465
E,cell_305,cell_2798
N,cell_307,cell_4
s,cell_307,cell_7
R2,cell_307,cell_27
T,cell_307,cell_258
Z,cell_307,cell_303
R3,cell_307,cell_305
z,cell_307,cell_310
S,cell_307,cell_496
E,cell_307,cell_1624
z,cell_308,cell_7
N,cell_308,cell_15
s,cell_308,cell_310
R2,cell_308,cell_647
R3,cell_308,cell_648
E,cell_308,cell_653
T,cell_308,cell_1555
Z,cell_308,cell_2236
S,cell_308,cell_3183
z,cell_309,cell_27
R2,cell_309,cell_310
N,cell_309,cell_456
s,cell_309,cell_647
T,cell_309,cell_1076
E,cell_309,cell_1079
R3,cell_309,cell_2241
S,cell_309,cell_2405
Z,cell_309,cell_3376
N,cell_310,cell_112
T,cell_310,cell_254
z,cell_310,cell_307
s,cell_310,cell_308
R2,cell_310,cell_309
Z,cell_310,cell_997
E,cell_310,cell_1237
R3,cell_310,cell_2220
S,cell_310,cell_4396
E,cell_315,cell_57
S,cell_315,cell_211
R3,cell_315,cell_303
Z,cell_315,cell_305
s,cell_315,cell_321
T,cell_315,cell_778
N,cell_315,cell_1034
R2,cell_315,cell_1052
z,cell_315,cell_4030
R3,cell_318,cell_7
R2,cell_318,cell_8
N,cell_318,cell_14
T,cell_318,cell_46
s,cell_318,cell_305
Z,cell_318,cell_321
z,cell_318,cell_648
S,cell_318,cell_962
E,cell_318,cell_1275
T,cell_321,cell_49
s,cell_321,cell_315
Z,cell_321,cell_318
S,cell_321,cell_322
z,cell_321,cell_1038
E,cell_321,cell_1777
N,cell_321,cell_2339
R3,cell_321,cell_2607
R2,cell_321,cell_3109
T,cell_322,cell_21
s,cell_322,cell_211
E,cell_322,cell_216
S,cell_322,cell_321
N,cell_322,cell_368
z,cell_322,cell_444
R3,cell_322,cell_598
Z,cell_322,cell_962
R2,cell_322,cell_1090
s,cell_324,cell_157
z,cell_324,cell_325
R2,cell_324,cell_771
Z,cell_324,cell_1202
T,cell_324,cell_1299
R3,cell_324,cell_1423
E,cell_324,cell_1462
S,cell_324,cell_1936
N,cell_324,cell_2490
z,cell_325,cell_324
s,cell_325,cell_328
N,cell_325,cell_476
E,cell_325,cell_585
R3,cell_325,cell_678
T,cell_325,cell_1126
Z,cell_325,cell_1398
R2,cell_325,cell_3202
S,cell_325,cell_4546
T,cell_326,cell_182
R3,cell_326,cell_328
Z,cell_326,cell_331
S,cell_326,cell_345
N,cell_326,cell_477
R2,cell_326,cell_549
z,cell_326,cell_550
s,cell_326,cell_678
E,cell_326,cell_1143
S,cell_327,cell_154
z,cell_327,cell_158
R3,cell_327,cell_182
E,cell_327,cell_289
T,cell_327,cell_328
Z,cell_327,cell_332
s,cell_327,cell_1126
R2,cell_327,cell_1130
N,cell_327,cell_1776
R2,cell_328,cell_87
Z,cell_328,cell_124
z,cell_328,cell_157
s,cell_328,cell_325
R3,cell_328,cell_326
T,cell_328,cell_327
S,cell_328,cell_347
E,cell_328,cell_644
N,cell_328,cell_1227
R2,cell_331,cell_82
R3,cell_331,cell_124
Z,cell_331,cell_326
S,cell_331,cell_350
E,cell_331,cell_374
N,cell_331,cell_478
T,cell_331,cell_891
z,cell_331,cell_1015
s,cell_331,cell_1397
T,cell_332,cell_124
E,cell_332,cell_287
Z,cell_332,cell_327
R3,cell_332,cell_891
s,cell_332,cell_893
S,cell_332,cell_911
z,cell_332,cell_1122
R2,cell_332,cell_1442
N,cell_332,cell_1809
S,cell_335,cell_68
N,cell_335,cell_142
T,cell_335,cell_204
s,cell_335,cell_217
E,cell_335,cell_245
R2,cell_335,cell_336
z,cell_335,cell_843
R3,cell_335,cell_1308
Z,cell_335,cell_1534
N,cell_336,cell_109
s,cell_336,cell_219
S,cell_336,cell_230
R2,cell_336,cell_335
E,cell_336,cell_357
T,cell_336,cell_734
Z,cell_336,cell_838
R3,cell_336,cell_1267
z,cell_336,cell_3142
z,cell_337,cell_73
N,cell_337,cell_147
E,cell_337,cell_212
R3,cell_337,cell_217
R2,cell_337,cell_220
S,cell_337,cell_343
T,cell_337,cell_1306
s,cell_337,cell_1308
Z,cell_337,cell_2850
s,cell_342,cell_68
S,cell_342,cell_217
T,cell_342,cell_269
R3,cell_342,cell_343
R2,cell_342,cell_477
N,cell_342,cell_549
E,cell_342,cell_1174
Z,cell_342,cell_1229
z,cell_342,cell_1249
s,cell_343,cell_66
N,cell_343,cell_87
S,cell_343,cell_337
R3,cell_343,cell_342
E,cell_343,cell_646
T,cell_343,cell_654
R2,cell_343,cell_1227
Z,cell_343,cell_1277
z,cell_343,cell_3709
S,cell_344,cell_124
R2,cell_344,cell_148
z,cell_344,cell_293
Z,cell_344,cell_347
R3,cell_344,cell_350
E,cell_344,cell_580
T,cell_344,cell_911
s,cell_344,cell_1206
N,cell_344,cell_1738
s,cell_345,cell_109
R2,cell_345,cell_146
T,cell_345,cell_183
N,cell_345,cell_219
S,cell_345,cell_326
R3,cell_345,cell_347
Z,cell_345,cell_350
E,cell_345,cell_1447
z,cell_345,cell_2040
z,cell_347,cell_125
R2,cell_347,cell_147
T,cell_347,cell_154
N,cell_347,cell_220
E,cell_347,cell_299
S,cell_347,cell_328
Z,cell_347,cell_344
R3,cell_347,cell_345
s,cell_347,cell_4546
S,cell_350,cell_331
R3,cell_350,cell_344
Z,cell_350,cell_345
N,cell_350,cell_392
s,cell_350,cell_569
R2,cell_350,cell_914
E,cell_350,cell_1321
z,cell_350,cell_1395
T,cell_350,cell_1905
s,cell_354,cell_47
E,cell_354,cell_53
Z,cell_354,cell_258
T,cell_354,cell_303
z,cell_354,cell_355
N,cell_354,cell_637
R3,cell_354,cell_778
S,cell_354,cell_853
R2,cell_354,cell_1553
E,cell_355,cell_68
S,cell_355,cell_245
Z,cell_355,cell_254
z,cell_355,cell_354
R2,cell_355,cell_400
N,cell_355,cell_638
R3,cell_355,cell_661
T,cell_355,cell_997
s,cell_355,cell_1174
z,cell_356,cell_136
E,cell_356,cell_219
R3,cell_356,cell_244
s,cell_356,cell_357
T,cell_356,cell_439
Z,cell_356,cell_484
S,cell_356,cell_1173
N,cell_356,cell_1447
R2,cell_356,cell_1718
N,cell_357,cell_108
z,cell_357,cell_133
R3,cell_357,cell_243
R2,cell_357,cell_245
T,cell_357,cell_252
E,cell_357,cell_336
s,cell_357,cell_356
S,cell_357,cell_400
Z,cell_357,cell_851
T,cell_359,cell_206
z,cell_359,cell_209
s,cell_359,cell_212
R2,cell_359,cell_243
R3,cell_359,cell_245
Z,cell_359,cell_361
S,cell_359,cell_661
N,cell_359,cell_1066
E,cell_359,cell_1308
R3,cell_360,cell_132
s,cell_360,cell_141
Z,cell_360,cell_209
z,cell_360,cell_361
N,cell_360,cell_378
T,cell_360,cell_502
R2,cell_360,cell_510
S,cell_360,cell_780
E,cell_360,cell_2203
Z,cell_361,cell_359
z,cell_361,cell_360
R2,cell_361,cell_362
S,cell_361,cell_394
T,cell_361,cell_599
E,cell_361,cell_829
s,cell_361,cell_869
R3,cell_361,cell_1068
N,cell_361,cell_2023
S,cell_362,cell_61
Z,cell_362,cell_243
R2,cell_362,cell_361
z,cell_362,cell_510
s,cell_362,cell_514
E,cell_362,cell_733
R3,cell_362,cell_851
N,cell_362,cell_873
T,cell_362,cell_1385
E,cell_365,cell_293
Z,cell_365,cell_296
R3,cell_365,cell_381
N,cell_365,cell_508
z,cell_365,cell_580
s,cell_365,cell_687
T,cell_365,cell_938
R2,cell_365,cell_1164
S,cell_365,cell_2366
R2,cell_368,cell_102
E,cell_368,cell_273
N,cell_368,cell_322
T,cell_368,cell_370
z,cell_368,cell_441
s,cell_368,cell_466
Z,cell_368,cell_486
R3,cell_368,cell_977
S,cell_368,cell_2339
N,cell_370,cell_21
E,cell_370,cell_127
R3,cell_370,cell_294
R2,cell_370,cell_296
T,cell_370,cell_368
S,cell_370,cell_808
s,cell_370,cell_899
Z,cell_370,cell_1164
z,cell_370,cell_2139
T,cell_374,cell_236
E,cell_374,cell_331
R3,cell_374,cell_431
s,cell_374,cell_579
z,cell_374,cell_976
N,cell_374,cell_1000
Z,cell_374,cell_1143
S,cell_374,cell_1321
R2,cell_374,cell_1762
T,cell_375,cell_2
S,cell_375,cell_376
R2,cell_375,cell_542
z,cell_375,cell_579
Z,cell_375,cell_807
R3,cell_375,cell_931
s,cell_375,cell_976
E,cell_375,cell_1016
N,cell_375,cell_1375
E,cell_376,cell_40
Z,cell_376,cell_105
S,cell_376,cell_375
s,cell_376,cell_381
N,cell_376,cell_509
R3,cell_376,cell_687
R2,cell_376,cell_706
z,cell_376,cell_2709
T,cell_376,cell_3188
N,cell_378,cell_360
R2,cell_378,cell_687
R3,cell_378,cell_706
Z,cell_378,cell_899
s,cell_378,cell_1164
E,cell_378,cell_1203
T,cell_378,cell_1667
z,cell_378,cell_2023
S,cell_378,cell_2175
S,cell_380,cell_20
N,cell_380,cell_22
Z,cell_380,cell_294
R2,cell_380,cell_381
T,cell_380,cell_494
s,cell_380,cell_706
R3,cell_380,cell_1164
z,cell_380,cell_1467
E,cell_380,cell_3821
T,cell_381,cell_94
Z,cell_381,cell_295
R3,cell_381,cell_365
s,cell_381,cell_376
R2,cell_381,cell_380
S,cell_381,cell_976
z,cell_381,cell_1321
E,cell_381,cell_1395
N,cell_381,cell_1446
S,cell_384,cell_56
R3,cell_384,cell_165
R2,cell_384,cell_195
z,cell_384,cell_204
N,cell_384,cell_274
s,cell_384,cell_385
Z,cell_384,cell_409
T,cell_384,cell_843
E,cell_384,cell_990
T,cell_385,cell_71
N,cell_385,cell_153
R3,cell_385,cell_216
s,cell_385,cell_384
R2,cell_385,cell_387
E,cell_385,cell_598
Z,cell_385,cell_612
z,cell_385,cell_729
S,cell_385,cell_1623
E,cell_387,cell_135
N,cell_387,cell_185
s,cell_387,cell_195
T,cell_387,cell_218
S,cell_387,cell_227
R2,cell_387,cell_385
Z,cell_387,cell_593
z,cell_387,cell_1582
R3,cell_387,cell_6559
R2,cell_388,cell_389
T,cell_388,cell_392
z,cell_388,cell_593
R3,cell_388,cell_882
s,cell_388,cell_1532
Z,cell_388,cell_1582
S,cell_388,cell_1708
N,cell_388,cell_1905
E,cell_388,cell_2105
R2,cell_389,cell_388
z,cell_389,cell_612
N,cell_389,cell_627
S,cell_389,cell_653
R3,cell_389,cell_728
Z,cell_389,cell_729
s,cell_389,cell_1530
T,cell_389,cell_1533
E,cell_389,cell_3183
Z,cell_392,cell_219
N,cell_392,cell_350
T,cell_392,cell_388
S,cell_392,cell_478
E,cell_392,cell_484
z,cell_392,cell_607
s,cell_392,cell_838
R2,cell_392,cell_1533
R3,cell_392,cell_1738
s,cell_394,cell_44
E,cell_394,cell_51
R2,cell_394,cell_61
R3,cell_394,cell_254
S,cell_394,cell_361
N,cell_394,cell_453
Z,cell_394,cell_661
z,cell_394,cell_780
T,cell_394,cell_2220
Z,cell_397,cell_41
s,cell_397,cell_253
z,cell_397,cell_402
S,cell_397,cell_419
R2,cell_397,cell_778
T,cell_397,cell_1052
N,cell_397,cell_1462
R3,cell_397,cell_1553
E,cell_397,cell_2490
E,cell_400,cell_230
R2,cell_400,cell_355
S,cell_400,cell_357
R3,cell_400,cell_402
N,cell_400,cell_447
Z,cell_400,cell_1076
s,cell_400,cell_1173
z,cell_400,cell_1553
T,cell_400,cell_3376
s,cell_402,cell_43
Z,cell_402,cell_61
S,cell_402,cell_243
z,cell_402,cell_397
R3,cell_402,cell_400
E,cell_402,cell_476
N,cell_402,cell_585
T,cell_402,cell_659
R2,cell_402,cell_661
z,cell_404,cell_76
R2,cell_404,cell_77
s,cell_404,cell_80
Z,cell_404,cell_165
R3,cell_404,cell_409
E,cell_404,cell_502
N,cell_404,cell_761
T,cell_404,cell_2203
S,cell_404,cell_2798
R2,cell_409,cell_194
Z,cell_409,cell_384
R3,cell_409,cell_404
E,cell_409,cell_496
N,cell_409,cell_575
s,cell_409,cell_612
T,cell_409,cell_1263
z,cell_409,cell_1530
S,cell_409,cell_1624
N,cell_411,cell_56
s,cell_411,cell_156
z,cell_411,cell_266
S,cell_411,cell_274
R3,cell_411,cell_413
Z,cell_411,cell_538
T,cell_411,cell_554
E,cell_411,cell_739
R2,cell_411,cell_1013
N,cell_413,cell_57
s,cell_413,cell_123
z,cell_413,cell_267
S,cell_413,cell_281
R3,cell_413,cell_411
Z,cell_413,cell_759
T,cell_413,cell_771
E,cell_413,cell_1034
R2,cell_413,cell_1299
R3,cell_419,cell_133
T,cell_419,cell_134
R2,cell_419,cell_209
z,cell_419,cell_243
S,cell_419,cell_397
s,cell_419,cell_506
Z,cell_419,cell_510
E,cell_419,cell_2053
N,cell_419,cell_2095
z,cell_426,cell_1
R2,cell_426,cell_189
N,cell_426,cell_205
s,cell_426,cell_437
R3,cell_426,cell_697
S,cell_426,cell_1216
E,cell_426,cell_1326
Z,cell_426,cell_1338
T,cell_426,cell_1525
N,cell_431,cell_42
E,cell_431,cell_124
T,cell_431,cell_287
R3,cell_431,cell_374
s,cell_431,cell_434
S,cell_431,cell_580
Z,cell_431,cell_644
R2,cell_431,cell_794
z,cell_431,cell_2366
N,cell_434,cell_61
s,cell_434,cell_431
T,cell_434,cell_452
R2,cell_434,cell_453
R3,cell_434,cell_579
Z,cell_434,cell_585
S,cell_434,cell_873
z,cell_434,cell_931
E,cell_434,cell_1398
Z,cell_435,cell_15
E,cell_435,cell_272
S,cell_435,cell_437
R3,cell_435,cell_971
T,cell_435,cell_1023
s,cell_435,cell_1216
N,cell_435,cell_2236
z,cell_435,cell_2342
R2,cell_435,cell_2734
S,cell_436,cell_189
R3,cell_436,cell_288
T,cell_436,cell_447
Z,cell_436,cell_456
E,cell_436,cell_536
z,cell_436,cell_1138
R2,cell_436,cell_1216
s,cell_436,cell_2734
N,cell_436,cell_3376
E,cell_437,cell_152
s,cell_437,cell_426
S,cell_437,cell_435
R2,cell_437,cell_438
R3,cell_437,cell_441
z,cell_437,cell_977
N,cell_437,cell_991
T,cell_437,cell_1133
Z,cell_437,cell_1509
z,cell_438,cell_101
E,cell_438,cell_183
s,cell_438,cell_189
R3,cell_438,cell_234
Z,cell_438,cell_284
R2,cell_438,cell_437
N,cell_438,cell_439
T,cell_438,cell_1447
S,cell_438,cell_2734
z,cell_439,cell_135
R3,cell_439,cell_251
s,cell_439,cell_252
T,cell_439,cell_356
N,cell_439,cell_438
R2,cell_439,cell_991
E,cell_439,cell_1582
Z,cell_439,cell_2105
S,cell_439,cell_2869
Z,cell_441,cell_233
R2,cell_441,cell_234
z,cell_441,cell_368
R3,cell_441,cell_437
N,cell_441,cell_444
E,cell_441,cell_528
s,cell_441,cell_697
S,cell_441,cell_971
T,cell_441,cell_2139
s,cell_444,cell_206
T,cell_444,cell_212
R2,cell_444,cell_251
z,cell_444,cell_322
N,cell_444,cell_441
R3,cell_444,cell_991
S,cell_444,cell_1038
Z,cell_444,cell_1082
E,cell_444,cell_1306
E,cell_445,cell_87
s,cell_445,cell_446
R2,cell_445,cell_644
N,cell_445,cell_646
Z,cell_445,cell_794
z,cell_445,cell_808
T,cell_445,cell_971
R3,cell_445,cell_1023
S,cell_445,cell_2139
s,cell_446,cell_445
Z,cell_446,cell_453
R2,cell_446,cell_585
R3,cell_446,cell_638
N,cell_446,cell_661
S,cell_446,cell_1066
z,cell_446,cell_1165
T,cell_446,cell_2190
E,cell_446,cell_3202
S,cell_447,cell_108
N,cell_447,cell_400
T,cell_447,cell_436
Z,cell_447,cell_579
R3,cell_447,cell_585
R2,cell_447,cell_638
E,cell_447,cell_678
z,cell_447,cell_807
s,cell_447,cell_1143
R2,cell_452,cell_17
z,cell_452,cell_237
s,cell_452,cell_287
Z,cell_452,cell_288
T,cell_452,cell_434
R3,cell_452,cell_456
S,cell_452,cell_464
E,cell_452,cell_893
N,cell_452,cell_2241
T,cell_453,cell_17
N,cell_453,cell_394
R2,cell_453,cell_434
Z,cell_453,cell_446
s,cell_453,cell_794
E,cell_453,cell_1587
R3,cell_453,cell_1829
S,cell_453,cell_2023
z,cell_453,cell_2175
z,cell_456,cell_2
R2,cell_456,cell_112
s,cell_456,cell_236
N,cell_456,cell_309
Z,cell_456,cell_436
R3,cell_456,cell_452
S,cell_456,cell_462
T,cell_456,cell_579
E,cell_456,cell_895
Z,cell_462,cell_189
s,cell_462,cell_284
S,cell_462,cell_456
R3,cell_462,cell_464
E,cell_462,cell_557
R2,cell_462,cell_1338
N,cell_462,cell_2405
T,cell_462,cell_2709
z,cell_462,cell_3188
E,cell_464,cell_150
s,cell_464,cell_283
S,cell_464,cell_452
R3,cell_464,cell_462
z,cell_464,cell_469
R2,cell_464,cell_700
T,cell_464,cell_873
Z,cell_464,cell_902
N,cell_464,cell_1385
R3,cell_466,cell_1
R2,cell_466,cell_103
N,cell_466,cell_211
E,cell_466,cell_281
s,cell_466,cell_368
z,cell_466,cell_697
T,cell_466,cell_899
S,cell_466,cell_1034
Z,cell_466,cell_1667
E,cell_469,cell_33
Z,cell_469,cell_103
S,cell_469,cell_237
z,cell_469,cell_464
N,cell_469,cell_511
T,cell_469,cell_687
s,cell_469,cell_938
R2,cell_469,cell_1667
R3,cell_469,cell_3188
Z,cell_476,cell_63
R2,cell_476,cell_66
R3,cell_476,cell_230
N,cell_476,cell_325
E,cell_476,cell_402
s,cell_476,cell_1227
S,cell_476,cell_1267
z,cell_476,cell_2490
T,cell_476,cell_3319
S,cell_477,cell_219
T,cell_477,cell_224
s,cell_477,cell_230
N,cell_477,cell_326
R2,cell_477,cell_342
Z,cell_477,cell_478
E,cell_477,cell_1173
R3,cell_477,cell_1227
z,cell_477,cell_1247
z,cell_478,cell_54
N,cell_478,cell_331
S,cell_478,cell_392
Z,cell_478,cell_477
E,cell_478,cell_1000
R3,cell_478,cell_1224
R2,cell_478,cell_1229
s,cell_478,cell_1232
T,cell_478,cell_1708
Z,cell_484,cell_356
E,cell_484,cell_392
R3,cell_484,cell_514
s,cell_484,cell_851
S,cell_484,cell_1000
N,cell_484,cell_1321
z,cell_484,cell_1446
T,cell_484,cell_2105
R2,cell_484,cell_2717
S,cell_486,cell_14
z,cell_486,cell_233
Z,cell_486,cell_368
R3,cell_486,cell_494
E,cell_486,cell_633
R2,cell_486,cell_938
N,cell_486,cell_962
T,cell_486,cell_1164
s,cell_486,cell_1667
S,cell_494,cell_6
R2,cell_494,cell_94
T,cell_494,cell_380
R3,cell_494,cell_486
N,cell_494,cell_495
E,cell_494,cell_616
s,cell_494,cell_699
Z,cell_494,cell_977
z,cell_494,cell_1509
S,cell_495,cell_7
T,cell_495,cell_22
R2,cell_495,cell_95
N,cell_495,cell_494
s,cell_495,cell_496
