Gene,StateA,StateB
S,cell_187,cell_185
R3,cell_187,cell_190
T,cell_187,cell_320
Z,cell_187,cell_474
N,cell_187,cell_2370
E,cell_187,cell_3074
R2,cell_189,cell_6
E,cell_189,cell_190
N,cell_189,cell_538
Z,cell_189,cell_821
T,cell_189,cell_894
s,cell_189,cell_1677
S,cell_189,cell_1757
z,cell_189,cell_2000
R3,cell_189,cell_3074
s,cell_190,cell_2
R2,cell_190,cell_5
R3,cell_190,cell_187
E,cell_190,cell_189
T,cell_190,cell_321
Z,cell_190,cell_824
S,cell_190,cell_920
z,cell_190,cell_1407
N,cell_190,cell_3545
N,cell_193,cell_127
z,cell_193,cell_145
R2,cell_193,cell_177
s,cell_193,cell_294
E,cell_193,cell_296
R3,cell_193,cell_297
T,cell_193,cell_435
S,cell_193,cell_469
Z,cell_193,cell_1055
T,cell_200,cell_146
Z,cell_200,cell_177
s,cell_200,cell_201
R3,cell_200,cell_569
E,cell_200,cell_601
z,cell_200,cell_603
N,cell_200,cell_698
R2,cell_200,cell_1055
S,cell_200,cell_1581
S,cell_201,cell_33
Z,cell_201,cell_179
z,cell_201,cell_184
s,cell_201,cell_200
T,cell_201,cell_580
N,cell_201,cell_588
R2,cell_201,cell_1052
E,cell_201,cell_1074
R3,cell_201,cell_2076
z,cell_202,cell_230
S,cell_202,cell_422
N,cell_202,cell_476
E,cell_202,cell_519
Z,cell_202,cell_617
T,cell_202,cell_1036
R3,cell_202,cell_1122
s,cell_202,cell_1125
R2,cell_202,cell_1611
S,cell_203,cell_21
R3,cell_203,cell_27
N,cell_203,cell_100
T,cell_203,cell_204
R2,cell_203,cell_230
s,cell_203,cell_627
E,cell_203,cell_629
Z,cell_203,cell_750
z,cell_203,cell_1611
R2,cell_204,cell_112
R3,cell_204,cell_113
z,cell_204,cell_114
T,cell_204,cell_203
Z,cell_204,cell_539
N,cell_204,cell_809
E,cell_204,cell_1035
s,cell_204,cell_1732
S,cell_204,cell_1800
s,cell_205,cell_76
E,cell_205,cell_114
S,cell_205,cell_132
T,cell_205,cell_206
R3,cell_205,cell_245
R2,cell_205,cell_251
N,cell_205,cell_813
z,cell_205,cell_1035
Z,cell_205,cell_1370
T,cell_206,cell_205
Z,cell_206,cell_289
N,cell_206,cell_395
s,cell_206,cell_516
R2,cell_206,cell_519
R3,cell_206,cell_524
z,cell_206,cell_629
S,cell_206,cell_632
E,cell_206,cell_1611
s,cell_213,cell_168
E,cell_213,cell_268
R2,cell_213,cell_271
T,cell_213,cell_409
R3,cell_213,cell_558
z,cell_213,cell_560
Z,cell_213,cell_1050
N,cell_213,cell_1103
S,cell_213,cell_4096
R3,cell_214,cell_151
N,cell_214,cell_152
z,cell_214,cell_168
S,cell_214,cell_367
R2,cell_214,cell_448
T,cell_214,cell_532
s,cell_214,cell_560
E,cell_214,cell_564
Z,cell_214,cell_850
N,cell_215,cell_20
Z,cell_215,cell_88
E,cell_215,cell_89
R3,cell_215,cell_221
z,cell_215,cell_315
S,cell_215,cell_903
T,cell_215,cell_941
s,cell_215,cell_1025
R2,cell_215,cell_1224
R3,cell_221,cell_215
Z,cell_221,cell_476
S,cell_221,cell_578
N,cell_221,cell_617
E,cell_221,cell_677
z,cell_221,cell_896
s,cell_221,cell_1024
R2,cell_221,cell_1030
T,cell_221,cell_3213
R3,cell_223,cell_41
S,cell_223,cell_61
T,cell_223,cell_72
E,cell_223,cell_348
s,cell_223,cell_617
R2,cell_223,cell_841
z,cell_223,cell_882
N,cell_223,cell_1024
Z,cell_223,cell_1125
E,cell_225,cell_289
T,cell_225,cell_537
R2,cell_225,cell_617
R3,cell_225,cell_624
z,cell_225,cell_750
s,cell_225,cell_841
N,cell_225,cell_1030
S,cell_225,cell_1092
Z,cell_225,cell_1611
R3,cell_230,cell_25
T,cell_230,cell_112
z,cell_230,cell_202
R2,cell_230,cell_203
E,cell_230,cell_231
s,cell_230,cell_239
N,cell_230,cell_397
S,cell_230,cell_421
Z,cell_230,cell_1536
R3,cell_231,cell_30
E,cell_231,cell_230
Z,cell_231,cell_286
z,cell_231,cell_519
s,cell_231,cell_549
R2,cell_231,cell_629
S,cell_231,cell_859
N,cell_231,cell_1202
T,cell_231,cell_3615
R2,cell_233,cell_14
s,cell_233,cell_15
E,cell_233,cell_43
R3,cell_233,cell_344
z,cell_233,cell_354
N,cell_233,cell_365
S,cell_233,cell_776
Z,cell_233,cell_1386
T,cell_233,cell_2507
S,cell_236,cell_23
R2,cell_236,cell_24
s,cell_236,cell_25
z,cell_236,cell_26
Z,cell_236,cell_43
R3,cell_236,cell_239
T,cell_236,cell_606
E,cell_236,cell_1386
N,cell_236,cell_3026
N,cell_239,cell_165
s,cell_239,cell_230
R3,cell_239,cell_236
S,cell_239,cell_240
E,cell_239,cell_549
R2,cell_239,cell_627
T,cell_239,cell_869
Z,cell_239,cell_882
z,cell_239,cell_1125
R3,cell_240,cell_23
Z,cell_240,cell_63
T,cell_240,cell_124
S,cell_240,cell_239
E,cell_240,cell_384
s,cell_240,cell_421
z,cell_240,cell_708
N,cell_240,cell_913
R2,cell_240,cell_1360
N,cell_243,cell_36
T,cell_243,cell_48
R3,cell_243,cell_76
E,cell_243,cell_118
s,cell_243,cell_245
R2,cell_243,cell_252
Z,cell_243,cell_428
S,cell_243,cell_1334
z,cell_243,cell_1905
N,cell_245,cell_34
R3,cell_245,cell_205
s,cell_245,cell_243
Z,cell_245,cell_425
T,cell_245,cell_524
R2,cell_245,cell_1012
z,cell_245,cell_1014
E,cell_245,cell_1033
S,cell_245,cell_1338
R2,cell_250,cell_76
s,cell_250,cell_251
R3,cell_250,cell_252
E,cell_250,cell_256
N,cell_250,cell_274
T,cell_250,cell_350
S,cell_250,cell_702
z,cell_250,cell_1285
Z,cell_250,cell_1295
R2,cell_251,cell_205
s,cell_251,cell_250
N,cell_251,cell_275
S,cell_251,cell_492
T,cell_251,cell_519
Z,cell_251,cell_527
R3,cell_251,cell_1012
E,cell_251,cell_1036
z,cell_251,cell_3615
T,cell_252,cell_49
R2,cell_252,cell_243
R3,cell_252,cell_250
E,cell_252,cell_255
N,cell_252,cell_273
Z,cell_252,cell_431
S,cell_252,cell_489
z,cell_252,cell_995
s,cell_252,cell_1012
N,cell_253,cell_6
Z,cell_253,cell_10
T,cell_253,cell_16
S,cell_253,cell_141
E,cell_253,cell_433
R2,cell_253,cell_538
R3,cell_253,cell_540
z,cell_253,cell_2014
s,cell_253,cell_2174
z,cell_254,cell_10
s,cell_254,cell_255
E,cell_254,cell_1012
R2,cell_254,cell_1033
R3,cell_254,cell_1036
T,cell_254,cell_1122
S,cell_254,cell_1142
Z,cell_254,cell_2014
N,cell_254,cell_3585
T,cell_255,cell_26
R2,cell_255,cell_118
E,cell_255,cell_252
s,cell_255,cell_254
R3,cell_255,cell_256
z,cell_255,cell_606
N,cell_255,cell_739
S,cell_255,cell_1918
Z,cell_255,cell_2016
Z,cell_256,cell_72
R2,cell_256,cell_77
S,cell_256,cell_127
E,cell_256,cell_250
R3,cell_256,cell_255
N,cell_256,cell_469
z,cell_256,cell_869
s,cell_256,cell_1036
T,cell_256,cell_1125
N,cell_264,cell_30
T,cell_264,cell_104
z,cell_264,cell_265
R2,cell_264,cell_310
s,cell_264,cell_394
S,cell_264,cell_1050
R3,cell_264,cell_1202
E,cell_264,cell_3333
Z,cell_264,cell_4096
E,cell_265,cell_88
Z,cell_265,cell_89
z,cell_265,cell_264
T,cell_265,cell_277
N,cell_265,cell_521
R3,cell_265,cell_1204
R2,cell_265,cell_1235
s,cell_265,cell_1628
S,cell_265,cell_1971
N,cell_267,cell_11
R3,cell_267,cell_53
R2,cell_267,cell_54
s,cell_267,cell_55
z,cell_267,cell_167
Z,cell_267,cell_268
T,cell_267,cell_759
E,cell_267,cell_1050
S,cell_267,cell_3333
R2,cell_268,cell_170
T,cell_268,cell_183
E,cell_268,cell_213
Z,cell_268,cell_267
R3,cell_268,cell_269
S,cell_268,cell_315
s,cell_268,cell_369
N,cell_268,cell_505
z,cell_268,cell_903
Z,cell_269,cell_53
R2,cell_269,cell_171
R3,cell_269,cell_268
N,cell_269,cell_506
E,cell_269,cell_558
z,cell_269,cell_578
S,cell_269,cell_896
s,cell_269,cell_912
T,cell_269,cell_2816
N,cell_271,cell_13
Z,cell_271,cell_142
E,cell_271,cell_170
R2,cell_271,cell_213
S,cell_271,cell_321
s,cell_271,cell_380
z,cell_271,cell_680
T,cell_271,cell_920
R3,cell_271,cell_934
R2,cell_273,cell_36
N,cell_273,cell_252
R3,cell_273,cell_274
s,cell_273,cell_277
S,cell_273,cell_457
E,cell_273,cell_739
z,cell_273,cell_993
Z,cell_273,cell_1182
T,cell_273,cell_1628
N,cell_274,cell_250
R3,cell_274,cell_273
s,cell_274,cell_275
S,cell_274,cell_296
Z,cell_274,cell_324
E,cell_274,cell_469
z,cell_274,cell_1166
R2,cell_274,cell_1347
T,cell_274,cell_1627
z,cell_275,cell_101
N,cell_275,cell_251
s,cell_275,cell_274
R3,cell_275,cell_277
R2,cell_275,cell_813
S,cell_275,cell_1197
T,cell_275,cell_1204
Z,cell_275,cell_1409
E,cell_275,cell_1965
R2,cell_277,cell_34
S,cell_277,cell_39
z,cell_277,cell_104
T,cell_277,cell_265
s,cell_277,cell_273
R3,cell_277,cell_275
N,cell_277,cell_1012
Z,cell_277,cell_1818
E,cell_277,cell_3585
R3,cell_282,cell_35
N,cell_282,cell_77
S,cell_282,cell_177
z,cell_282,cell_313
R2,cell_282,cell_469
T,cell_282,cell_479
s,cell_282,cell_738
E,cell_282,cell_1347
Z,cell_282,cell_1581
R3,cell_284,cell_19
z,cell_284,cell_286
R2,cell_284,cell_289
s,cell_284,cell_348
Z,cell_284,cell_519
T,cell_284,cell_527
E,cell_284,cell_617
N,cell_284,cell_677
S,cell_284,cell_1101
R3,cell_286,cell_15
Z,cell_286,cell_231
z,cell_286,cell_284
R2,cell_286,cell_287
s,cell_286,cell_344
N,cell_286,cell_528
S,cell_286,cell_1102
E,cell_286,cell_1536
T,cell_286,cell_2179
R2,cell_287,cell_286
z,cell_287,cell_289
N,cell_287,cell_320
Z,cell_287,cell_629
E,cell_287,cell_750
R3,cell_287,cell_753
s,cell_287,cell_1425
T,cell_287,cell_2370
S,cell_287,cell_3320
Z,cell_289,cell_206
E,cell_289,cell_225
R2,cell_289,cell_284
z,cell_289,cell_287
s,cell_289,cell_356
R3,cell_289,cell_357
S,cell_289,cell_868
N,cell_289,cell_1029
T,cell_289,cell_1370
R2,cell_294,cell_179
s,cell_294,cell_193
Z,cell_294,cell_1052
E,cell_294,cell_1197
T,cell_294,cell_1869
z,cell_294,cell_1882
S,cell_294,cell_1965
R3,cell_294,cell_1993
N,cell_294,cell_2872
R2,cell_296,cell_175
E,cell_296,cell_193
S,cell_296,cell_274
R3,cell_296,cell_457
N,cell_296,cell_702
z,cell_296,cell_766
s,cell_296,cell_1197
Z,cell_296,cell_1977
T,cell_296,cell_2140
R2,cell_297,cell_38
z,cell_297,cell_58
T,cell_297,cell_83
R3,cell_297,cell_193
E,cell_297,cell_457
S,cell_297,cell_739
Z,cell_297,cell_1578
N,cell_297,cell_1918
s,cell_297,cell_1993
R2,cell_304,cell_88
R3,cell_304,cell_98
s,cell_304,cell_307
z,cell_304,cell_311
S,cell_304,cell_440
N,cell_304,cell_522
Z,cell_304,cell_1224
E,cell_304,cell_1235
T,cell_304,cell_1934
T,cell_307,cell_35
R2,cell_307,cell_85
s,cell_307,cell_304
z,cell_307,cell_308
R3,cell_307,cell_479
E,cell_307,cell_646
Z,cell_307,cell_1223
N,cell_307,cell_1606
S,cell_307,cell_2291
N,cell_308,cell_24
S,cell_308,cell_166
z,cell_308,cell_307
s,cell_308,cell_311
Z,cell_308,cell_314
R3,cell_308,cell_398
E,cell_308,cell_2133
T,cell_308,cell_2268
R2,cell_308,cell_3026
N,cell_310,cell_29
R3,cell_310,cell_96
S,cell_310,cell_142
R2,cell_310,cell_264
E,cell_310,cell_311
Z,cell_310,cell_321
T,cell_310,cell_824
z,cell_310,cell_1235
s,cell_310,cell_2133
N,cell_311,cell_27
S,cell_311,cell_54
R3,cell_311,cell_100
z,cell_311,cell_304
s,cell_311,cell_308
E,cell_311,cell_310
T,cell_311,cell_821
Z,cell_311,cell_894
R2,cell_311,cell_3333
R2,cell_313,cell_109
S,cell_313,cell_174
z,cell_313,cell_282
T,cell_313,cell_398
s,cell_313,cell_809
E,cell_313,cell_1164
N,cell_313,cell_1732
R3,cell_313,cell_2268
Z,cell_313,cell_3946
N,cell_314,cell_42
S,cell_314,cell_169
Z,cell_314,cell_308
R3,cell_314,cell_732
E,cell_314,cell_889
s,cell_314,cell_894
R2,cell_314,cell_972
z,cell_314,cell_1223
T,cell_314,cell_1677
T,cell_315,cell_6
N,cell_315,cell_16
z,cell_315,cell_215
S,cell_315,cell_268
R2,cell_315,cell_894
R3,cell_315,cell_896
s,cell_315,cell_972
Z,cell_315,cell_3333
E,cell_315,cell_4096
Z,cell_316,cell_100
S,cell_316,cell_171
E,cell_316,cell_320
s,cell_316,cell_732
N,cell_316,cell_750
R3,cell_316,cell_894
R2,cell_316,cell_896
z,cell_316,cell_1030
T,cell_316,cell_3074
Z,cell_320,cell_96
T,cell_320,cell_187
N,cell_320,cell_287
E,cell_320,cell_316
R3,cell_320,cell_321
R2,cell_320,cell_528
S,cell_320,cell_934
z,cell_320,cell_1029
s,cell_320,cell_1618
T,cell_321,cell_190
S,cell_321,cell_271
Z,cell_321,cell_310
R3,cell_321,cell_320
z,cell_321,cell_728
N,cell_321,cell_753
s,cell_321,cell_889
E,cell_321,cell_894
R2,cell_321,cell_4096
z,cell_324,cell_8
Z,cell_324,cell_274
E,cell_324,cell_328
T,cell_324,cell_678
R3,cell_324,cell_1182
N,cell_324,cell_1295
R2,cell_324,cell_1344
s,cell_324,cell_1409
S,cell_324,cell_1977
N,cell_328,cell_72
E,cell_328,cell_324
z,cell_328,cell_329
Z,cell_328,cell_469
T,cell_328,cell_1024
S,cell_328,cell_1055
R3,cell_328,cell_1580
R2,cell_328,cell_1581
s,cell_328,cell_3213
R3,cell_329,cell_3
E,cell_329,cell_8
Z,cell_329,cell_109
z,cell_329,cell_328
T,cell_329,cell_366
N,cell_329,cell_614
S,cell_329,cell_1056
s,cell_329,cell_1071
R2,cell_329,cell_3946
z,cell_334,cell_51
T,cell_334,cell_181
E,cell_334,cell_343
S,cell_334,cell_395
s,cell_334,cell_482
N,cell_334,cell_632
R2,cell_334,cell_849
Z,cell_334,cell_1254
R3,cell_334,cell_1970
S,cell_343,cell_98
z,cell_343,cell_163
T,cell_343,cell_179
E,cell_343,cell_334
s,cell_343,cell_437
R3,cell_343,cell_440
Z,cell_343,cell_580
N,cell_343,cell_1174
R2,cell_343,cell_1869
S,cell_344,cell_65
R3,cell_344,cell_233
s,cell_344,cell_286
z,cell_344,cell_348
N,cell_344,cell_401
Z,cell_344,cell_549
E,cell_344,cell_882
T,cell_344,cell_1301
R2,cell_344,cell_1425
E,cell_348,cell_223
s,cell_348,cell_284
z,cell_348,cell_344
Z,cell_348,cell_350
R3,cell_348,cell_354
R2,cell_348,cell_356
S,cell_348,cell_402
N,cell_348,cell_678
T,cell_348,cell_1295
R3,cell_350,cell_49
T,cell_350,cell_250
Z,cell_350,cell_348
R2,cell_350,cell_516
s,cell_350,cell_519
z,cell_350,cell_549
S,cell_350,cell_711
E,cell_350,cell_1125
N,cell_350,cell_1627
s,cell_354,cell_19
E,cell_354,cell_41
R2,cell_354,cell_45
Z,cell_354,cell_49
S,cell_354,cell_152
z,cell_354,cell_233
R3,cell_354,cell_348
N,cell_354,cell_367
T,cell_354,cell_431
R3,cell_356,cell_45
T,cell_356,cell_73
s,cell_356,cell_289
R2,cell_356,cell_348
Z,cell_356,cell_516
N,cell_356,cell_730
E,cell_356,cell_841
z,cell_356,cell_1425
S,cell_356,cell_4536
R2,cell_357,cell_19
s,cell_357,cell_45
R3,cell_357,cell_289
T,cell_357,cell_425
Z,cell_357,cell_524
E,cell_357,cell_624
N,cell_357,cell_728
z,cell_357,cell_753
S,cell_357,cell_861
R2,cell_359,cell_16
Z,cell_359,cell_27
s,cell_359,cell_42
S,cell_359,cell_512
T,cell_359,cell_538
z,cell_359,cell_624
R3,cell_359,cell_750
E,cell_359,cell_753
N,cell_359,cell_894
T,cell_365,cell_0
S,cell_365,cell_168
N,cell_365,cell_233
z,cell_365,cell_367
Z,cell_365,cell_394
R3,cell_365,cell_401
R2,cell_365,cell_889
E,cell_365,cell_972
s,cell_365,cell_4096
Z,cell_366,cell_165
T,cell_366,cell_329
E,cell_366,cell_401
R2,cell_366,cell_732
N,cell_366,cell_882
s,cell_366,cell_896
S,cell_366,cell_912
R3,cell_366,cell_972
z,cell_366,cell_1024
s,cell_367,cell_89
S,cell_367,cell_214
N,cell_367,cell_354
z,cell_367,cell_365
R3,cell_367,cell_678
E,cell_367,cell_1025
T,cell_367,cell_1182
R2,cell_367,cell_1228
Z,cell_367,cell_1628
Z,cell_369,cell_55
E,cell_369,cell_168
R2,cell_369,cell_169
s,cell_369,cell_268
z,cell_369,cell_564
N,cell_369,cell_769
R3,cell_369,cell_912
S,cell_369,cell_972
T,cell_369,cell_2525
s,cell_374,cell_51
E,cell_374,cell_162
T,cell_374,cell_176
Z,cell_374,cell_375
z,cell_374,cell_482
R3,cell_374,cell_1789
R2,cell_374,cell_1811
S,cell_374,cell_2134
N,cell_374,cell_2358
N,cell_375,cell_70
Z,cell_375,cell_374
R2,cell_375,cell_378
R3,cell_375,cell_380
T,cell_375,cell_406
E,cell_375,cell_910
z,cell_375,cell_930
s,cell_375,cell_934
S,cell_375,cell_1618
N,cell_378,cell_65
z,cell_378,cell_151
R3,cell_378,cell_168
R2,cell_378,cell_375
S,cell_378,cell_401
s,cell_378,cell_558
E,cell_378,cell_912
T,cell_378,cell_1717
Z,cell_378,cell_1811
R2,cell_380,cell_168
E,cell_380,cell_169
s,cell_380,cell_271
R3,cell_380,cell_375
z,cell_380,cell_448
N,cell_380,cell_511
S,cell_380,cell_889
Z,cell_380,cell_1789
T,cell_380,cell_1985
Z,cell_384,cell_65
E,cell_384,cell_240
R3,cell_384,cell_486
S,cell_384,cell_549
z,cell_384,cell_711
s,cell_384,cell_859
T,cell_384,cell_960
N,cell_384,cell_1811
R2,cell_384,cell_2358
z,cell_385,cell_23
S,cell_385,cell_26
N,cell_385,cell_83
E,cell_385,cell_160
R2,cell_385,cell_390
s,cell_385,cell_393
R3,cell_385,cell_708
Z,cell_385,cell_772
T,cell_385,cell_1918
T,cell_390,cell_80
E,cell_390,cell_158
R2,cell_390,cell_385
z,cell_390,cell_415
s,cell_390,cell_416
R3,cell_390,cell_724
S,cell_390,cell_1606
N,cell_390,cell_2291
Z,cell_390,cell_4442
z,cell_393,cell_11
N,cell_393,cell_167
s,cell_393,cell_385
R2,cell_393,cell_416
R3,cell_393,cell_422
E,cell_393,cell_488
Z,cell_393,cell_829
S,cell_393,cell_1122
T,cell_393,cell_1142
s,cell_394,cell_264
Z,cell_394,cell_365
R3,cell_394,cell_737
T,cell_394,cell_993
N,cell_394,cell_1386
z,cell_394,cell_1628
S,cell_394,cell_1810
R2,cell_394,cell_2133
E,cell_394,cell_3026
z,cell_395,cell_96
E,cell_395,cell_98
N,cell_395,cell_206
S,cell_395,cell_334
s,cell_395,cell_480
T,cell_395,cell_813
Z,cell_395,cell_1029
R2,cell_395,cell_1204
R3,cell_395,cell_1235
S,cell_397,cell_53
R2,cell_397,cell_100
T,cell_397,cell_107
s,cell_397,cell_165
N,cell_397,cell_230
z,cell_397,cell_476
Z,cell_397,cell_896
E,cell_397,cell_1202
R3,cell_397,cell_3333
s,cell_398,cell_100
S,cell_398,cell_162
R2,cell_398,cell_165
R3,cell_398,cell_308
T,cell_398,cell_313
z,cell_398,cell_479
N,cell_398,cell_627
Z,cell_398,cell_732
E,cell_398,cell_2134
T,cell_401,cell_8
N,cell_401,cell_344
R3,cell_401,cell_365
E,cell_401,cell_366
S,cell_401,cell_378
s,cell_401,cell_528
z,cell_401,cell_678
Z,cell_401,cell_737
R2,cell_401,cell_1618
E,cell_402,cell_61
z,cell_402,cell_65
N,cell_402,cell_151
R3,cell_402,cell_152
S,cell_402,cell_348
T,cell_402,cell_587
Z,cell_402,cell_711
s,cell_402,cell_1101
R2,cell_402,cell_4536
S,cell_404,cell_0
Z,cell_404,cell_57
T,cell_404,cell_168
s,cell_404,cell_409
z,cell_404,cell_532
N,cell_404,cell_1215
R3,cell_404,cell_1717
R2,cell_404,cell_1985
E,cell_404,cell_2525
S,cell_406,cell_9
N,cell_406,cell_134
Z,cell_406,cell_176
s,cell_406,cell_185
T,cell_406,cell_375
z,cell_406,cell_601
E,cell_406,cell_603
R2,cell_406,cell_1717
R3,cell_406,cell_1985
S,cell_409,cell_5
N,cell_409,cell_138
E,cell_409,cell_183
T,cell_409,cell_213
s,cell_409,cell_404
R3,cell_409,cell_410
R2,cell_409,cell_920
Z,cell_409,cell_1005
z,cell_409,cell_2071
S,cell_410,cell_7
N,cell_410,cell_137
z,cell_410,cell_182
R2,cell_410,cell_185
R3,cell_410,cell_409
T,cell_410,cell_558
s,cell_410,cell_1717
Z,cell_410,cell_1880
E,cell_410,cell_2816
R2,cell_415,cell_23
S,cell_415,cell_24
N,cell_415,cell_166
z,cell_415,cell_390
s,cell_415,cell_656
T,cell_415,cell_799
E,cell_415,cell_1104
R3,cell_415,cell_1360
Z,cell_415,cell_2308
T,cell_416,cell_79
E,cell_416,cell_161
s,cell_416,cell_390
R2,cell_416,cell_393
N,cell_416,cell_440
S,cell_416,cell_522
z,cell_416,cell_656
Z,cell_416,cell_831
R3,cell_416,cell_1174
E,cell_417,cell_21
N,cell_417,cell_51
S,cell_417,cell_629
z,cell_417,cell_632
R2,cell_417,cell_859
T,cell_417,cell_969
R3,cell_417,cell_1105
s,cell_417,cell_2358
Z,cell_417,cell_3320
E,cell_420,cell_422
R3,cell_420,cell_488
T,cell_420,cell_492
S,cell_420,cell_519
R2,cell_420,cell_632
s,cell_420,cell_711
N,cell_420,cell_849
z,cell_420,cell_859
Z,cell_420,cell_1101
R3,cell_421,cell_11
R2,cell_421,cell_21
N,cell_421,cell_53
T,cell_421,cell_123
S,cell_421,cell_230
s,cell_421,cell_240
z,cell_421,cell_422
Z,cell_421,cell_506
E,cell_421,cell_859
S,cell_422,cell_202
R3,cell_422,cell_393
E,cell_422,cell_420
z,cell_422,cell_421
s,cell_422,cell_708
R2,cell_422,cell_1174
Z,cell_422,cell_1354
N,cell_422,cell_1869
T,cell_422,cell_2872
Z,cell_425,cell_245
T,cell_425,cell_357
s,cell_425,cell_428
R2,cell_425,cell_432
E,cell_425,cell_536
S,cell_425,cell_693
R3,cell_425,cell_1370
N,cell_425,cell_1407
z,cell_425,cell_3545
N,cell_427,cell_9
z,cell_427,cell_73
S,cell_427,cell_134
R3,cell_427,cell_949
R2,cell_427,cell_1301
T,cell_427,cell_1425
E,cell_427,cell_1526
Z,cell_427,cell_1685
s,cell_427,cell_2370
T,cell_428,cell_45
R3,cell_428,cell_73
Z,cell_428,cell_243
s,cell_428,cell_425
R2,cell_428,cell_431
z,cell_428,cell_949
S,cell_428,cell_1327
E,cell_428,cell_1458
N,cell_428,cell_2398
Z,cell_431,cell_252
T,cell_431,cell_354
R2,cell_431,cell_428
s,cell_431,cell_432
S,cell_431,cell_533
N,cell_431,cell_1182
R3,cell_431,cell_1295
E,cell_431,cell_2016
z,cell_431,cell_2507
T,cell_432,cell_19
R2,cell_432,cell_425
s,cell_432,cell_431
z,cell_432,cell_433
S,cell_432,cell_498
R3,cell_432,cell_527
Z,cell_432,cell_1012
N,cell_432,cell_1818
E,cell_432,cell_2014
N,cell_433,cell_5
T,cell_433,cell_15
S,cell_433,cell_138
E,cell_433,cell_253
z,cell_433,cell_432
Z,cell_433,cell_434
R3,cell_433,cell_2179
s,cell_433,cell_2507
R2,cell_433,cell_3545
E,cell_434,cell_10
T,cell_434,cell_30
N,cell_434,cell_104
Z,cell_434,cell_433
s,cell_434,cell_995
z,cell_434,cell_1012
R2,cell_434,cell_1014
S,cell_434,cell_1243
R3,cell_434,cell_3615
R3,cell_435,cell_83
Z,cell_435,cell_150
T,cell_435,cell_193
R2,cell_435,cell_437
N,cell_435,cell_708
z,cell_435,cell_913
s,cell_435,cell_1869
E,cell_435,cell_2140
S,cell_435,cell_3463
Z,cell_437,cell_146
z,cell_437,cell_162
T,cell_437,cell_177
s,cell_437,cell_343
R2,cell_437,cell_435
S,cell_437,cell_479
E,cell_437,cell_482
N,cell_437,cell_724
R3,cell_437,cell_2291
T,cell_440,cell_40
z,cell_440,cell_54
R2,cell_440,cell_167
S,cell_440,cell_304
R3,cell_440,cell_343
N,cell_440,cell_416
Z,cell_440,cell_449
E,cell_440,cell_1970
s,cell_440,cell_2291
N,cell_448,cell_155
R2,cell_448,cell_214
z,cell_448,cell_380
E,cell_448,cell_451
T,cell_448,cell_600
s,cell_448,cell_680
Z,cell_448,cell_858
R3,cell_448,cell_930
S,cell_448,cell_1228
z,cell_449,cell_170
Z,cell_449,cell_440
s,cell_449,cell_451
R3,cell_449,cell_580
E,cell_449,cell_680
N,cell_449,cell_831
R2,cell_449,cell_903
S,cell_449,cell_1224
T,cell_449,cell_2076
R3,cell_451,cell_146
z,cell_451,cell_169
E,cell_451,cell_448
s,cell_451,cell_449
R2,cell_451,cell_564
T,cell_451,cell_569
S,cell_451,cell_1223
Z,cell_451,cell_2291
N,cell_451,cell_4442
s,cell_457,cell_39
z,cell_457,cell_57
S,cell_457,cell_273
R3,cell_457,cell_296
E,cell_457,cell_297
N,cell_457,cell_489
Z,cell_457,cell_532
R2,cell_457,cell_657
T,cell_457,cell_850
S,cell_464,cell_34
R2,cell_464,cell_39
E,cell_464,cell_40
z,cell_464,cell_173
R3,cell_464,cell_181
s,cell_464,cell_657
N,cell_464,cell_1338
Z,cell_464,cell_1776
T,cell_464,cell_1970
z,cell_469,cell_109
S,cell_469,cell_193
N,cell_469,cell_256
E,cell_469,cell_274
R2,cell_469,cell_282
Z,cell_469,cell_328
R3,cell_469,cell_739
s,cell_469,cell_1965
T,cell_469,cell_3463
T,cell_474,cell_96
R2,cell_474,cell_101
Z,cell_474,cell_187
E,cell_474,cell_809
z,cell_474,cell_813
R3,cell_474,cell_824
S,cell_474,cell_1004
N,cell_474,cell_1035
s,cell_474,cell_1164
R3,cell_476,cell_88
R2,cell_476,cell_98
N,cell_476,cell_202
Z,cell_476,cell_221
z,cell_476,cell_397
E,cell_476,cell_1204
S,cell_476,cell_1869
T,cell_476,cell_1965
s,cell_476,cell_3463
s,cell_479,cell_98
T,cell_479,cell_282
R3,cell_479,cell_307
z,cell_479,cell_398
S,cell_479,cell_437
E,cell_479,cell_480
Z,cell_479,cell_729
N,cell_479,cell_1615
R2,cell_479,cell_3463
s,cell_480,cell_395
E,cell_480,cell_479
S,cell_480,cell_482
N,cell_480,cell_516
R3,cell_480,cell_646
Z,cell_480,cell_730
T,cell_480,cell_1347
R2,cell_480,cell_1627
z,cell_480,cell_2134
T,cell_482,cell_175
s,cell_482,cell_334
z,cell_482,cell_374
E,cell_482,cell_437
S,cell_482,cell_480
R3,cell_482,cell_858
Z,cell_482,cell_930
N,cell_482,cell_1430
R2,cell_482,cell_2140
E,cell_486,cell_23
z,cell_486,cell_160
R3,cell_486,cell_384
Z,cell_486,cell_776
R2,cell_486,cell_1104
s,cell_486,cell_1108
T,cell_486,cell_1246
S,cell_486,cell_1386
N,cell_486,cell_1810
Z,cell_488,cell_153
s,cell_488,cell_160
R2,cell_488,cell_161
E,cell_488,cell_393
R3,cell_488,cell_420
T,cell_488,cell_490
