Gene,StateA,StateB
g10,cell_717,cell_450
g6,cell_717,cell_812
g11,cell_717,cell_1076
g5,cell_717,cell_1905
g7,cell_718,cell_1517
g6,cell_718,cell_1633
g4,cell_718,cell_1663
g8,cell_719,cell_1
g6,cell_719,cell_301
g3,cell_719,cell_984
g9,cell_719,cell_1101
g10,cell_719,cell_1297
g4,cell_719,cell_1502
g6,cell_721,cell_163
g10,cell_721,cell_213
g8,cell_721,cell_608
g9,cell_721,cell_934
g11,cell_721,cell_995
g4,cell_721,cell_1810
g10,cell_724,cell_107
g6,cell_724,cell_148
g7,cell_724,cell_225
g4,cell_724,cell_514
g8,cell_724,cell_668
g9,cell_736,cell_189
g4,cell_736,cell_1476
g2,cell_742,cell_2
g4,cell_742,cell_544
g10,cell_745,cell_709
g3,cell_745,cell_930
g11,cell_745,cell_1285
g9,cell_746,cell_11
g8,cell_746,cell_387
g11,cell_746,cell_411
g10,cell_750,cell_31
g4,cell_750,cell_69
g8,cell_750,cell_163
g11,cell_750,cell_186
g6,cell_750,cell_608
g9,cell_750,cell_1314
g6,cell_757,cell_13
g8,cell_757,cell_42
g7,cell_757,cell_54
g2,cell_757,cell_119
g11,cell_757,cell_554
g10,cell_757,cell_968
g9,cell_757,cell_1650
g7,cell_758,cell_652
g1,cell_758,cell_762
g11,cell_758,cell_790
g5,cell_758,cell_1394
g3,cell_758,cell_1464
g1,cell_762,cell_758
g4,cell_762,cell_835
g7,cell_762,cell_1690
g2,cell_762,cell_1707
g4,cell_769,cell_129
g6,cell_769,cell_203
g8,cell_769,cell_1146
g1,cell_769,cell_1718
g7,cell_771,cell_177
g2,cell_771,cell_372
g10,cell_771,cell_482
g4,cell_771,cell_542
g3,cell_771,cell_1109
g5,cell_773,cell_68
g2,cell_773,cell_357
g1,cell_773,cell_706
g4,cell_773,cell_1017
g7,cell_773,cell_1826
g4,cell_778,cell_1342
g2,cell_778,cell_1597
g11,cell_778,cell_1786
g2,cell_786,cell_353
g7,cell_790,cell_465
g11,cell_790,cell_758
g9,cell_790,cell_1092
g8,cell_790,cell_1252
g10,cell_790,cell_1393
g10,cell_794,cell_136
g6,cell_794,cell_244
g11,cell_794,cell_395
g8,cell_794,cell_478
g7,cell_794,cell_1512
g3,cell_801,cell_63
g11,cell_801,cell_1283
g9,cell_801,cell_1702
g5,cell_801,cell_1718
g9,cell_805,cell_1134
g7,cell_807,cell_464
g8,cell_807,cell_827
g10,cell_807,cell_1283
g5,cell_807,cell_1536
g11,cell_810,cell_259
g2,cell_810,cell_269
g3,cell_810,cell_280
g11,cell_812,cell_155
g6,cell_812,cell_717
g8,cell_812,cell_1017
g2,cell_812,cell_1688
g4,cell_814,cell_462
g8,cell_814,cell_1009
g11,cell_814,cell_1635
g11,cell_820,cell_464
g8,cell_820,cell_686
g5,cell_820,cell_930
g1,cell_820,cell_1329
g10,cell_827,cell_256
g8,cell_827,cell_807
g7,cell_827,cell_841
g5,cell_827,cell_1125
g11,cell_829,cell_2
g7,cell_829,cell_486
g9,cell_835,cell_131
g6,cell_835,cell_549
g5,cell_835,cell_567
g4,cell_835,cell_762
g2,cell_835,cell_952
g9,cell_837,cell_278
g2,cell_837,cell_991
g4,cell_837,cell_1205
g8,cell_841,cell_464
g3,cell_841,cell_672
g11,cell_841,cell_686
g7,cell_841,cell_827
g5,cell_841,cell_1092
g9,cell_842,cell_1212
g2,cell_845,cell_1631
g7,cell_850,cell_148
g6,cell_850,cell_225
g10,cell_850,cell_452
g9,cell_850,cell_478
g11,cell_850,cell_544
g5,cell_850,cell_638
g7,cell_859,cell_282
g9,cell_859,cell_870
g1,cell_859,cell_1272
g8,cell_859,cell_1700
g10,cell_859,cell_1992
g2,cell_870,cell_210
g9,cell_870,cell_859
g1,cell_870,cell_1393
g3,cell_871,cell_165
g5,cell_871,cell_269
g4,cell_871,cell_482
g10,cell_871,cell_542
g6,cell_871,cell_637
g11,cell_871,cell_1341
g4,cell_873,cell_1213
g3,cell_873,cell_1721
g5,cell_873,cell_1871
g11,cell_875,cell_380
g1,cell_875,cell_507
g9,cell_875,cell_897
g10,cell_875,cell_1700
g8,cell_875,cell_1992
g9,cell_877,cell_44
g11,cell_877,cell_91
g8,cell_877,cell_92
g6,cell_877,cell_107
g10,cell_877,cell_148
g7,cell_877,cell_452
g4,cell_877,cell_1399
g5,cell_877,cell_1707
g4,cell_879,cell_1292
g5,cell_879,cell_1660
g4,cell_886,cell_63
g6,cell_886,cell_526
g10,cell_886,cell_1082
g7,cell_886,cell_1658
g3,cell_891,cell_1150
g7,cell_897,cell_357
g9,cell_897,cell_875
g6,cell_897,cell_1242
g1,cell_897,cell_1252
g4,cell_897,cell_1288
g2,cell_897,cell_1826
g6,cell_900,cell_92
g11,cell_900,cell_104
g8,cell_900,cell_107
g4,cell_900,cell_228
g10,cell_900,cell_668
g7,cell_900,cell_910
g9,cell_900,cell_1211
g5,cell_901,cell_439
g9,cell_901,cell_526
g11,cell_901,cell_1986
g5,cell_910,cell_592
g6,cell_910,cell_622
g7,cell_910,cell_900
g11,cell_910,cell_934
g9,cell_910,cell_995
g10,cell_910,cell_1862
g10,cell_912,cell_102
g6,cell_912,cell_582
g2,cell_912,cell_1005
g4,cell_912,cell_1101
g9,cell_912,cell_1502
g1,cell_913,cell_1211
g11,cell_914,cell_301
g10,cell_914,cell_1476
g9,cell_914,cell_1597
g9,cell_915,cell_86
g2,cell_915,cell_88
g10,cell_915,cell_166
g6,cell_915,cell_221
g4,cell_915,cell_306
g7,cell_915,cell_614
g5,cell_915,cell_650
g8,cell_915,cell_1155
g3,cell_915,cell_1272
g8,cell_918,cell_131
g4,cell_918,cell_380
g6,cell_918,cell_494
g10,cell_918,cell_540
g5,cell_918,cell_936
g2,cell_918,cell_1099
g9,cell_924,cell_386
g5,cell_924,cell_640
g10,cell_924,cell_1104
g11,cell_924,cell_1491
g5,cell_926,cell_146
g2,cell_926,cell_380
g4,cell_926,cell_1099
g1,cell_926,cell_1152
g6,cell_926,cell_1635
g1,cell_930,cell_380
g11,cell_930,cell_507
g3,cell_930,cell_745
g5,cell_930,cell_820
g2,cell_930,cell_1152
g6,cell_934,cell_68
g7,cell_934,cell_104
g9,cell_934,cell_721
g11,cell_934,cell_910
g1,cell_934,cell_1097
g5,cell_935,cell_47
g10,cell_935,cell_228
g8,cell_935,cell_514
g6,cell_935,cell_646
g4,cell_935,cell_668
g11,cell_935,cell_1714
g2,cell_936,cell_174
g6,cell_936,cell_539
g5,cell_936,cell_918
g4,cell_936,cell_1329
g10,cell_936,cell_1459
g6,cell_938,cell_1192
g5,cell_938,cell_1595
g6,cell_939,cell_282
g9,cell_939,cell_487
g9,cell_943,cell_158
g11,cell_943,cell_185
g8,cell_949,cell_13
g6,cell_949,cell_42
g2,cell_949,cell_540
g10,cell_949,cell_1099
g7,cell_952,cell_155
g6,cell_952,cell_273
g8,cell_952,cell_370
g9,cell_952,cell_432
g2,cell_952,cell_835
g5,cell_952,cell_1399
g10,cell_952,cell_1492
g4,cell_952,cell_1707
g1,cell_962,cell_266
g5,cell_962,cell_1356
g2,cell_962,cell_1633
g8,cell_968,cell_89
g9,cell_968,cell_273
g7,cell_968,cell_417
g6,cell_968,cell_432
g10,cell_968,cell_757
g2,cell_968,cell_1431
g5,cell_977,cell_129
g6,cell_977,cell_161
g7,cell_977,cell_1459
g7,cell_980,cell_646
g6,cell_983,cell_239
g9,cell_984,cell_256
g8,cell_984,cell_422
g5,cell_984,cell_545
g3,cell_984,cell_719
g7,cell_984,cell_1441
g6,cell_984,cell_1966
g5,cell_985,cell_1192
g6,cell_985,cell_1595
g4,cell_985,cell_1652
g10,cell_985,cell_1865
g10,cell_991,cell_44
g9,cell_991,cell_148
g7,cell_991,cell_478
g2,cell_991,cell_837
g8,cell_991,cell_1512
g4,cell_991,cell_1606
g11,cell_991,cell_1964
g6,cell_995,cell_136
g10,cell_995,cell_244
g11,cell_995,cell_721
g9,cell_995,cell_910
g7,cell_995,cell_1211
g8,cell_995,cell_1705
g10,cell_998,cell_46
g5,cell_998,cell_168
g8,cell_998,cell_312
g7,cell_998,cell_450
g9,cell_998,cell_554
g11,cell_998,cell_1650
g4,cell_1000,cell_185
g9,cell_1000,cell_597
g10,cell_1000,cell_1871
g6,cell_1005,cell_35
g4,cell_1005,cell_275
g2,cell_1005,cell_912
g9,cell_1008,cell_1
g11,cell_1008,cell_63
g5,cell_1008,cell_274
g6,cell_1008,cell_527
g8,cell_1008,cell_1101
g3,cell_1008,cell_1283
g7,cell_1008,cell_1594
g6,cell_1009,cell_229
g8,cell_1009,cell_814
g7,cell_1010,cell_42
g8,cell_1010,cell_54
g10,cell_1010,cell_283
g9,cell_1010,cell_359
g2,cell_1010,cell_497
g6,cell_1013,cell_234
g8,cell_1013,cell_267
g9,cell_1013,cell_356
g3,cell_1013,cell_510
g10,cell_1013,cell_1972
g6,cell_1017,cell_7
g9,cell_1017,cell_677
g4,cell_1017,cell_773
g8,cell_1017,cell_812
g7,cell_1017,cell_1866
g10,cell_1022,cell_141
g7,cell_1022,cell_269
g11,cell_1022,cell_672
g3,cell_1022,cell_686
g9,cell_1028,cell_267
g8,cell_1028,cell_356
g10,cell_1028,cell_1490
g1,cell_1028,cell_1517
g2,cell_1028,cell_1994
g9,cell_1029,cell_201
g8,cell_1029,cell_1682
g1,cell_1037,cell_44
g7,cell_1037,cell_280
g2,cell_1037,cell_686
g5,cell_1047,cell_221
g6,cell_1047,cell_650
g9,cell_1047,cell_1577
g4,cell_1057,cell_44
g8,cell_1057,cell_174
g7,cell_1057,cell_255
g5,cell_1057,cell_432
g9,cell_1057,cell_1399
g10,cell_1057,cell_1606
g7,cell_1060,cell_161
g10,cell_1060,cell_539
g6,cell_1060,cell_1459
g8,cell_1063,cell_70
g10,cell_1063,cell_91
g11,cell_1063,cell_148
g5,cell_1063,cell_210
g7,cell_1063,cell_544
g9,cell_1063,cell_1964
g6,cell_1065,cell_192
g10,cell_1065,cell_230
g8,cell_1065,cell_1075
g2,cell_1065,cell_1130
g7,cell_1065,cell_1491
g1,cell_1065,cell_1600
g2,cell_1073,cell_201
g11,cell_1073,cell_434
g7,cell_1073,cell_609
g10,cell_1073,cell_1252
g8,cell_1073,cell_1393
g2,cell_1075,cell_104
g8,cell_1075,cell_1065
g5,cell_1075,cell_1242
g6,cell_1076,cell_155
g7,cell_1076,cell_273
g8,cell_1076,cell_319
g9,cell_1076,cell_417
g10,cell_1076,cell_560
g5,cell_1076,cell_631
g2,cell_1076,cell_641
g11,cell_1076,cell_717
g1,cell_1079,cell_381
g10,cell_1082,cell_886
g8,cell_1088,cell_135
g4,cell_1088,cell_609
g3,cell_1092,cell_166
g8,cell_1092,cell_507
g9,cell_1092,cell_790
g5,cell_1092,cell_841
g7,cell_1092,cell_1125
g10,cell_1092,cell_1272
g1,cell_1092,cell_1992
g9,cell_1094,cell_518
g2,cell_1094,cell_656
g11,cell_1094,cell_1244
g10,cell_1094,cell_1288
g7,cell_1095,cell_213
g8,cell_1095,cell_347
g6,cell_1095,cell_522
g9,cell_1095,cell_1174
g6,cell_1097,cell_247
g1,cell_1097,cell_934
g6,cell_1099,cell_89
g5,cell_1099,cell_174
g11,cell_1099,cell_202
g9,cell_1099,cell_370
g8,cell_1099,cell_432
g2,cell_1099,cell_918
g4,cell_1099,cell_926
g10,cell_1099,cell_949
g1,cell_1099,cell_1806
g3,cell_1101,cell_256
g2,cell_1101,cell_275
g11,cell_1101,cell_479
g5,cell_1101,cell_614
g7,cell_1101,cell_650
g9,cell_1101,cell_719
g4,cell_1101,cell_912
g8,cell_1101,cell_1008
g2,cell_1104,cell_225
g10,cell_1104,cell_924
g4,cell_1109,cell_234
g3,cell_1109,cell_771
g5,cell_1121,cell_46
g10,cell_1121,cell_168
g8,cell_1121,cell_588
g4,cell_1121,cell_1130
g6,cell_1121,cell_1493
g11,cell_1121,cell_1819
g7,cell_1121,cell_1905
g1,cell_1125,cell_142
g11,cell_1125,cell_165
g9,cell_1125,cell_465
g5,cell_1125,cell_827
g7,cell_1125,cell_1092
g10,cell_1125,cell_1294
g3,cell_1125,cell_1341
g8,cell_1125,cell_1536
g6,cell_1130,cell_91
g8,cell_1130,cell_104
g11,cell_1130,cell_107
g2,cell_1130,cell_1065
g4,cell_1130,cell_1121
g1,cell_1130,cell_1737
g6,cell_1134,cell_372
g9,cell_1134,cell_805
g5,cell_1134,cell_1342
g4,cell_1145,cell_539
g2,cell_1145,cell_1211
g6,cell_1145,cell_1329
g1,cell_1146,cell_234
g11,cell_1146,cell_282
g8,cell_1146,cell_769
g10,cell_1150,cell_65
g8,cell_1150,cell_513
g5,cell_1150,cell_582
g7,cell_1150,cell_597
g3,cell_1150,cell_891
g4,cell_1150,cell_1496
g7,cell_1152,cell_651
g1,cell_1152,cell_926
g2,cell_1152,cell_930
g4,cell_1152,cell_1806
g7,cell_1155,cell_274
g11,cell_1155,cell_709
g8,cell_1155,cell_915
g10,cell_1155,cell_1285
g5,cell_1155,cell_1594
g11,cell_1157,cell_225
g6,cell_1157,cell_544
g6,cell_1174,cell_70
g10,cell_1174,cell_104
g1,cell_1174,cell_265
g11,cell_1174,cell_668
g9,cell_1174,cell_1095
g4,cell_1174,cell_1714
g11,cell_1175,cell_65
g5,cell_1175,cell_189
g6,cell_1175,cell_482
g4,cell_1175,cell_637
g7,cell_1175,cell_1946
g3,cell_1184,cell_477
g6,cell_1192,cell_938
g5,cell_1192,cell_985
g5,cell_1200,cell_428
g1,cell_1200,cell_494
g3,cell_1200,cell_1337
g9,cell_1205,cell_486
g4,cell_1205,cell_837
g8,cell_1205,cell_1459
g2,cell_1205,cell_1606
g6,cell_1211,cell_146
g9,cell_1211,cell_900
g1,cell_1211,cell_913
g7,cell_1211,cell_995
g2,cell_1211,cell_1145
g5,cell_1211,cell_1635
g5,cell_1212,cell_292
g10,cell_1212,cell_301
g9,cell_1212,cell_842
g7,cell_1212,cell_1213
g6,cell_1212,cell_1297
g11,cell_1212,cell_1476
g3,cell_1212,cell_1843
g6,cell_1213,cell_581
g4,cell_1213,cell_873
g7,cell_1213,cell_1212
g10,cell_1213,cell_1577
g3,cell_1213,cell_1600
g10,cell_1240,cell_149
g9,cell_1240,cell_258
g6,cell_1240,cell_274
g4,cell_1240,cell_513
g5,cell_1240,cell_527
g8,cell_1240,cell_1496
g7,cell_1242,cell_332
g6,cell_1242,cell_897
g5,cell_1242,cell_1075
g9,cell_1244,cell_540
g5,cell_1244,cell_666
g11,cell_1244,cell_1094
g4,cell_1244,cell_1633
g6,cell_1244,cell_1663
g7,cell_1244,cell_1865
g9,cell_1252,cell_507
g8,cell_1252,cell_790
g1,cell_1252,cell_897
g10,cell_1252,cell_1073
g6,cell_1254,cell_88
g2,cell_1254,cell_221
g8,cell_1257,cell_1372
g5,cell_1257,cell_1930
g4,cell_1265,cell_213
g10,cell_1265,cell_1810
g4,cell_1270,cell_1
g7,cell_1270,cell_501
g8,cell_1270,cell_1502
g6,cell_1270,cell_1986
g11,cell_1272,cell_538
g1,cell_1272,cell_859
g3,cell_1272,cell_915
g10,cell_1272,cell_1092
g7,cell_1272,cell_1294
g9,cell_1272,cell_1393
g2,cell_1272,cell_1682
g5,cell_1283,cell_134
g2,cell_1283,cell_171
g8,cell_1283,cell_256
g9,cell_1283,cell_422
g11,cell_1283,cell_801
g10,cell_1283,cell_807
g3,cell_1283,cell_1008
g1,cell_1283,cell_1720
g6,cell_1283,cell_1738
g8,cell_1285,cell_166
g3,cell_1285,cell_507
g11,cell_1285,cell_745
g10,cell_1285,cell_1155
g6,cell_1285,cell_1631
g7,cell_1285,cell_1899
g4,cell_1288,cell_897
g10,cell_1288,cell_1094
g2,cell_1288,cell_1866
g7,cell_1289,cell_267
g3,cell_1289,cell_1474
g5,cell_1289,cell_1765
g4,cell_1292,cell_879
g5,cell_1292,cell_1631
g8,cell_1294,cell_134
g11,cell_1294,cell_234
g5,cell_1294,cell_256
g1,cell_1294,cell_282
g9,cell_1294,cell_545
g3,cell_1294,cell_614
g10,cell_1294,cell_1125
g7,cell_1294,cell_1272
g2,cell_1295,cell_176
g9,cell_1295,cell_441
g5,cell_1295,cell_1386
g4,cell_1295,cell_1395
g10,cell_1295,cell_1669
g7,cell_1297,cell_581
g10,cell_1297,cell_719
g6,cell_1297,cell_1212
g8,cell_1297,cell_1951
g8,cell_1314,cell_68
g7,cell_1314,cell_91
g11,cell_1314,cell_452
g10,cell_1314,cell_544
g9,cell_1314,cell_750
g1,cell_1315,cell_426
g11,cell_1316,cell_292
g9,cell_1316,cell_637
g5,cell_1316,cell_1476
g2,cell_1316,cell_1817
g2,cell_1329,cell_146
g5,cell_1329,cell_380
g1,cell_1329,cell_820
g4,cell_1329,cell_936
g6,cell_1329,cell_1145
g3,cell_1337,cell_1200
g11,cell_1337,cell_1660
g8,cell_1337,cell_1946
g7,cell_1341,cell_166
g10,cell_1341,cell_614
g11,cell_1341,cell_871
g3,cell_1341,cell_1125
g8,cell_1341,cell_1899
g11,cell_1342,cell_35
g4,cell_1342,cell_778
g5,cell_1342,cell_1134
g4,cell_1351,cell_119
g1,cell_1355,cell_150
g11,cell_1356,cell_70
g10,cell_1356,cell_92
g8,cell_1356,cell_148
g4,cell_1356,cell_646
g6,cell_1356,cell_668
g5,cell_1356,cell_962
g9,cell_1356,cell_1512
g11,cell_1371,cell_235
g10,cell_1371,cell_260
g2,cell_1372,cell_65
g8,cell_1372,cell_1257
g5,cell_1386,cell_1295
g2,cell_1386,cell_1810
g6,cell_1386,cell_1975
g4,cell_1387,cell_301
g9,cell_1387,cell_582
g6,cell_1387,cell_1502
g8,cell_1387,cell_1986
g3,cell_1393,cell_86
g7,cell_1393,cell_545
g10,cell_1393,cell_790
g1,cell_1393,cell_870
g8,cell_1393,cell_1073
g9,cell_1393,cell_1272
g5,cell_1393,cell_1441
g7,cell_1394,cell_126
g6,cell_1394,cell_260
g9,cell_1394,cell_686
g5,cell_1394,cell_758
g9,cell_1395,cell_332
g4,cell_1395,cell_1295
g2,cell_1399,cell_567
g4,cell_1399,cell_877
g5,cell_1399,cell_952
g9,cell_1399,cell_1057
g11,cell_1399,cell_1493
g10,cell_1399,cell_1578
g6,cell_1399,cell_1819
g9,cell_1417,cell_94
g11,cell_1417,cell_1479
g10,cell_1431,cell_119
g6,cell_1431,cell_131
g8,cell_1431,cell_494
g9,cell_1431,cell_549
g2,cell_1431,cell_968
g1,cell_1432,cell_70
g5,cell_1432,cell_201
g6,cell_1432,cell_265
g1,cell_1438,cell_1702
g11,cell_1438,cell_1746
g6,cell_1441,cell_235
g7,cell_1441,cell_984
g5,cell_1441,cell_1393
g5,cell_1459,cell_540
g9,cell_1459,cell_666
g10,cell_1459,cell_936
g7,cell_1459,cell_977
g6,cell_1459,cell_1060
g8,cell_1459,cell_1205
g3,cell_1464,cell_758
g4,cell_1470,cell_158
g6,cell_1470,cell_177
g11,cell_1470,cell_597
g5,cell_1470,cell_1945
g10,cell_1470,cell_1946
g8,cell_1474,cell_158
g6,cell_1474,cell_709
g3,cell_1474,cell_1289
g4,cell_1476,cell_736
g10,cell_1476,cell_914
g11,cell_1476,cell_1212
g5,cell_1476,cell_1316
g2,cell_1479,cell_267
g11,cell_1479,cell_1417
g9,cell_1479,cell_1994
g6,cell_1490,cell_57
g9,cell_1490,cell_288
g2,cell_1490,cell_423
g1,cell_1490,cell_541
g11,cell_1490,cell_711
g10,cell_1490,cell_1028
g9,cell_1491,cell_111
g11,cell_1491,cell_924
g7,cell_1491,cell_1065
g1,cell_1491,cell_1843
g9,cell_1492,cell_13
g7,cell_1492,cell_330
g10,cell_1492,cell_952
g5,cell_1492,cell_1578
g6,cell_1492,cell_1650
g4,cell_1493,cell_91
g6,cell_1493,cell_1121
g11,cell_1493,cell_1399
g7,cell_1496,cell_221
g11,cell_1496,cell_510
g6,cell_1496,cell_614
g4,cell_1496,cell_1150
g8,cell_1496,cell_1240
g9,cell_1496,cell_1620
g5,cell_1502,cell_200
g4,cell_1502,cell_719
g9,cell_1502,cell_912
g8,cell_1502,cell_1270
g6,cell_1502,cell_1387
g10,cell_1503,cell_50
g2,cell_1503,cell_411
g9,cell_1503,cell_708
g6,cell_1503,cell_1710
g10,cell_1508,cell_52
g2,cell_1508,cell_234
g3,cell_1508,cell_277
g10,cell_1512,cell_146
g11,cell_1512,cell_522
g7,cell_1512,cell_794
g8,cell_1512,cell_991
g9,cell_1512,cell_1356
g4,cell_1517,cell_3
g9,cell_1517,cell_203
g10,cell_1517,cell_541
g7,cell_1517,cell_718
g1,cell_1517,cell_1028
g10,cell_1536,cell_134
g7,cell_1536,cell_507
g5,cell_1536,cell_807
g8,cell_1536,cell_1125
g3,cell_1536,cell_1899
g1,cell_1540,cell_262
g9,cell_1540,cell_671
g6,cell_1540,cell_1746
g11,cell_1544,cell_406
g8,cell_1544,cell_532
g9,cell_1549,cell_155
g5,cell_1549,cell_255
g10,cell_1549,cell_406
g6,cell_1549,cell_417
g7,cell_1549,cell_432
g10,cell_1568,cell_357
g1,cell_1568,cell_609
g5,cell_1568,cell_1746
g7,cell_1569,cell_88
g5,cell_1569,cell_275
g11,cell_1569,cell_277
g2,cell_1569,cell_614
g8,cell_1569,cell_708
g6,cell_1570,cell_255
g5,cell_1570,cell_417
g9,cell_1570,cell_631
g4,cell_1570,cell_1705
g2,cell_1574,cell_255
g5,cell_1577,cell_185
g3,cell_1577,cell_235
g7,cell_1577,cell_301
g8,cell_1577,cell_389
g9,cell_1577,cell_1047
g10,cell_1577,cell_1213
g4,cell_1578,cell_148
g2,cell_1578,cell_486
g6,cell_1578,cell_514
g8,cell_1578,cell_646
g10,cell_1578,cell_1399
g5,cell_1578,cell_1492
g9,cell_1578,cell_1606
g2,cell_1585,cell_50
g10,cell_1585,cell_411
g9,cell_1585,cell_1899
g6,cell_1585,cell_1917
g5,cell_1585,cell_1951
g8,cell_1594,cell_650
g7,cell_1594,cell_1008
g5,cell_1594,cell_1155
g2,cell_1594,cell_1809
g4,cell_1594,cell_1827
g10,cell_1595,cell_3
g2,cell_1595,cell_319
g11,cell_1595,cell_441
g7,cell_1595,cell_475
g4,cell_1595,cell_541
g8,cell_1595,cell_641
g5,cell_1595,cell_938
g6,cell_1595,cell_985
g6,cell_1597,cell_479
g5,cell_1597,cell_510
g2,cell_1597,cell_778
g9,cell_1597,cell_914
g8,cell_1597,cell_1637
g10,cell_1600,cell_235
g11,cell_1600,cell_260
g1,cell_1600,cell_1065
g3,cell_1600,cell_1213
g4,cell_1600,cell_1721
g2,cell_1600,cell_1737
g7,cell_1600,cell_1843
g5,cell_1606,cell_13
g7,cell_1606,cell_26
g4,cell_1606,cell_991
g10,cell_1606,cell_1057
g2,cell_1606,cell_1205
g9,cell_1606,cell_1578
g9,cell_1607,cell_2
g4,cell_1607,cell_403
g1,cell_1609,cell_225
g8,cell_1609,cell_477
g7,cell_1620,cell_185
g8,cell_1620,cell_258
g10,cell_1620,cell_292
g5,cell_1620,cell_301
g9,cell_1620,cell_1496
g3,cell_1631,cell_99
g7,cell_1631,cell_149
g2,cell_1631,cell_845
g6,cell_1631,cell_1285
g5,cell_1631,cell_1292
g4,cell_1631,cell_1660
g1,cell_1633,cell_434
g6,cell_1633,cell_718
g2,cell_1633,cell_962
g4,cell_1633,cell_1244
g4,cell_1635,cell_89
g11,cell_1635,cell_814
g6,cell_1635,cell_926
g5,cell_1635,cell_1211
g6,cell_1637,cell_63
g4,cell_1637,cell_526
g11,cell_1637,cell_527
g8,cell_1637,cell_1597
g10,cell_1637,cell_1858
g8,cell_1650,cell_47
g10,cell_1650,cell_273
g2,cell_1650,cell_426
g5,cell_1650,cell_514
g7,cell_1650,cell_560
g9,cell_1650,cell_757
g11,cell_1650,cell_998
g6,cell_1650,cell_1492
g1,cell_1652,cell_57
g11,cell_1652,cell_357
g6,cell_1652,cell_541
g4,cell_1652,cell_985
g8,cell_1652,cell_1690
g9,cell_1657,cell_482
g3,cell_1657,cell_707
g7,cell_1658,cell_886
g11,cell_1658,cell_1827
g10,cell_1660,cell_353
g5,cell_1660,cell_879
g11,cell_1660,cell_1337
g4,cell_1660,cell_1631
g7,cell_1663,cell_3
g2,cell_1663,cell_47
g8,cell_1663,cell_426
g10,cell_1663,cell_475
g4,cell_1663,cell_718
g6,cell_1663,cell_1244
g7,cell_1669,cell_34
g11,cell_1669,cell_497
g10,cell_1669,cell_1295
g5,cell_1672,cell_50
g3,cell_1672,cell_247
g2,cell_1672,cell_1951
g3,cell_1682,cell_88
g8,cell_1682,cell_1029
g2,cell_1682,cell_1272
g4,cell_1688,cell_687
g2,cell_1688,cell_812
g6,cell_1690,cell_640
g1,cell_1690,cell_652
g11,cell_1690,cell_687
g7,cell_1690,cell_762
g8,cell_1690,cell_1652
g4,cell_1700,cell_518
g6,cell_1700,cell_564
g8,cell_1700,cell_859
g10,cell_1700,cell_875
g11,cell_1702,cell_422
g9,cell_1702,cell_801
g1,cell_1702,cell_1438
g10,cell_1705,cell_101
g6,cell_1705,cell_186
g2,cell_1705,cell_386
g11,cell_1705,cell_608
g8,cell_1705,cell_995
g4,cell_1705,cell_1570
g2,cell_1707,cell_762
g5,cell_1707,cell_877
g4,cell_1707,cell_952
g3,cell_1710,cell_94
g2,cell_1710,cell_258
g6,cell_1710,cell_1503
g8,cell_1714,cell_168
g5,cell_1714,cell_312
g10,cell_1714,cell_588
g11,cell_1714,cell_935
g4,cell_1714,cell_1174
g3,cell_1718,cell_11
g11,cell_1718,cell_134
g8,cell_1718,cell_234
g6,cell_1718,cell_267
g1,cell_1718,cell_769
g5,cell_1718,cell_801
g2,cell_1720,cell_395
g8,cell_1720,cell_403
g6,cell_1720,cell_671
g1,cell_1720,cell_1283
g9,cell_1720,cell_1746
g9,cell_1721,cell_150
g3,cell_1721,cell_873
g4,cell_1721,cell_1600
g1,cell_1737,cell_1130
g2,cell_1737,cell_1600
g8,cell_1738,cell_187
g9,cell_1738,cell_262
g3,cell_1738,cell_527
g1,cell_1738,cell_671
g6,cell_1738,cell_1283
g10,cell_1746,cell_315
g1,cell_1746,cell_422
g11,cell_1746,cell_1438
g6,cell_1746,cell_1540
g5,cell_1746,cell_1568
g9,cell_1746,cell_1720
g6,cell_1762,cell_1871
g5,cell_1765,cell_1289
g4,cell_1766,cell_161
g5,cell_1766,cell_203
g2,cell_1766,cell_244
g11,cell_1766,cell_671
g4,cell_1786,cell_35
g6,cell_1786,cell_275
g11,cell_1786,cell_778
g9,cell_1786,cell_1990
g2,cell_1799,cell_465
g8,cell_1799,cell_706
g5,cell_1806,cell_655
g1,cell_1806,cell_1099
g4,cell_1806,cell_1152
g2,cell_1809,cell_1594
g5,cell_1810,cell_176
g4,cell_1810,cell_721
g10,cell_1810,cell_1265
g2,cell_1810,cell_1386
g3,cell_1817,cell_219
g2,cell_1817,cell_1316
g4,cell_1819,cell_107
g8,cell_1819,cell_228
g5,cell_1819,cell_273
g2,cell_1819,cell_345
g10,cell_1819,cell_514
g7,cell_1819,cell_631
g11,cell_1819,cell_1121
g6,cell_1819,cell_1399
g9,cell_1825,cell_234
g6,cell_1825,cell_356
g3,cell_1825,cell_387
g11,cell_1825,cell_545
g10,cell_1825,cell_652
g5,cell_1826,cell_82
g7,cell_1826,cell_773
g2,cell_1826,cell_897
g4,cell_1826,cell_1866
g9,cell_1827,cell_501
g4,cell_1827,cell_1594
g11,cell_1827,cell_1658
g10,cell_1832,cell_376
g4,cell_1832,cell_1917
g8,cell_1840,cell_619
g2,cell_1840,cell_709
g3,cell_1843,cell_1212
g1,cell_1843,cell_1491
g7,cell_1843,cell_1600
g10,cell_1843,cell_1966
g5,cell_1858,cell_338
g10,cell_1858,cell_1637
