Gene,StateA,StateB
E,cell_193,cell_1204
R3,cell_194,cell_192
s,cell_194,cell_193
z,cell_194,cell_271
S,cell_194,cell_382
Z,cell_194,cell_583
E,cell_194,cell_1010
N,cell_194,cell_1131
R2,cell_194,cell_1524
T,cell_194,cell_1658
Z,cell_203,cell_160
R3,cell_203,cell_385
S,cell_203,cell_457
s,cell_203,cell_560
T,cell_203,cell_676
z,cell_203,cell_1278
N,cell_203,cell_1395
E,cell_203,cell_1525
R2,cell_203,cell_2053
R2,cell_204,cell_75
S,cell_204,cell_147
N,cell_204,cell_181
R3,cell_204,cell_259
z,cell_204,cell_387
s,cell_204,cell_471
T,cell_204,cell_505
E,cell_204,cell_576
Z,cell_204,cell_586
R2,cell_205,cell_72
E,cell_205,cell_93
R3,cell_205,cell_206
T,cell_205,cell_277
z,cell_205,cell_419
Z,cell_205,cell_433
s,cell_205,cell_457
S,cell_205,cell_560
N,cell_205,cell_1400
R2,cell_206,cell_74
T,cell_206,cell_132
Z,cell_206,cell_134
z,cell_206,cell_139
R3,cell_206,cell_205
S,cell_206,cell_386
s,cell_206,cell_474
N,cell_206,cell_507
E,cell_206,cell_585
s,cell_207,cell_139
R3,cell_207,cell_233
N,cell_207,cell_242
E,cell_207,cell_318
z,cell_207,cell_474
T,cell_207,cell_537
Z,cell_207,cell_571
S,cell_207,cell_951
R2,cell_207,cell_1874
z,cell_209,cell_51
E,cell_209,cell_244
S,cell_209,cell_262
s,cell_209,cell_275
Z,cell_209,cell_279
R3,cell_209,cell_521
T,cell_209,cell_540
N,cell_209,cell_710
R2,cell_209,cell_980
R2,cell_210,cell_55
E,cell_210,cell_109
Z,cell_210,cell_241
N,cell_210,cell_521
z,cell_210,cell_543
T,cell_210,cell_588
R3,cell_210,cell_710
s,cell_210,cell_1590
S,cell_210,cell_1896
S,cell_212,cell_159
T,cell_212,cell_217
N,cell_212,cell_430
z,cell_212,cell_544
R2,cell_212,cell_662
E,cell_212,cell_705
s,cell_212,cell_1318
R3,cell_212,cell_1321
Z,cell_212,cell_2144
T,cell_213,cell_114
N,cell_213,cell_214
s,cell_213,cell_256
z,cell_213,cell_486
S,cell_213,cell_607
Z,cell_213,cell_674
R2,cell_213,cell_2348
R3,cell_213,cell_2484
E,cell_213,cell_3132
z,cell_214,cell_33
s,cell_214,cell_39
N,cell_214,cell_213
T,cell_214,cell_259
Z,cell_214,cell_260
R3,cell_214,cell_505
R2,cell_214,cell_675
S,cell_214,cell_708
E,cell_214,cell_905
Z,cell_215,cell_494
T,cell_215,cell_599
z,cell_215,cell_964
R3,cell_215,cell_1094
N,cell_215,cell_1211
R2,cell_215,cell_1571
S,cell_215,cell_1590
s,cell_215,cell_1896
E,cell_215,cell_3214
N,cell_216,cell_275
T,cell_216,cell_463
Z,cell_216,cell_485
z,cell_216,cell_689
s,cell_216,cell_710
R2,cell_216,cell_880
S,cell_216,cell_1094
E,cell_216,cell_1112
R3,cell_216,cell_1590
N,cell_217,cell_51
Z,cell_217,cell_112
R2,cell_217,cell_117
S,cell_217,cell_154
T,cell_217,cell_212
R3,cell_217,cell_543
s,cell_217,cell_689
z,cell_217,cell_710
E,cell_217,cell_1453
Z,cell_218,cell_132
T,cell_218,cell_134
S,cell_218,cell_324
z,cell_218,cell_360
E,cell_218,cell_684
s,cell_218,cell_1494
N,cell_218,cell_1589
R2,cell_218,cell_1594
R3,cell_218,cell_1968
S,cell_221,cell_132
z,cell_221,cell_140
Z,cell_221,cell_324
s,cell_221,cell_348
T,cell_221,cell_386
R3,cell_221,cell_391
N,cell_221,cell_407
R2,cell_221,cell_667
E,cell_221,cell_1354
R3,cell_223,cell_50
E,cell_223,cell_348
T,cell_223,cell_583
N,cell_223,cell_637
z,cell_223,cell_970
R2,cell_223,cell_1162
s,cell_223,cell_1354
S,cell_223,cell_1515
Z,cell_223,cell_1658
Z,cell_224,cell_2
N,cell_224,cell_10
E,cell_224,cell_133
z,cell_224,cell_225
T,cell_224,cell_314
S,cell_224,cell_858
R3,cell_224,cell_1254
s,cell_224,cell_1845
R2,cell_224,cell_1847
E,cell_225,cell_132
R3,cell_225,cell_163
z,cell_225,cell_224
T,cell_225,cell_585
Z,cell_225,cell_684
N,cell_225,cell_1100
S,cell_225,cell_1354
s,cell_225,cell_1515
R2,cell_225,cell_2793
R2,cell_228,cell_10
E,cell_228,cell_17
z,cell_228,cell_41
S,cell_228,cell_411
s,cell_228,cell_497
Z,cell_228,cell_724
T,cell_228,cell_803
R3,cell_228,cell_1749
N,cell_228,cell_1847
R3,cell_230,cell_10
z,cell_230,cell_101
s,cell_230,cell_102
T,cell_230,cell_250
E,cell_230,cell_485
S,cell_230,cell_852
Z,cell_230,cell_1112
N,cell_230,cell_1254
R2,cell_230,cell_1749
R2,cell_233,cell_71
R3,cell_233,cell_207
N,cell_233,cell_235
T,cell_233,cell_279
E,cell_233,cell_322
s,cell_233,cell_419
z,cell_233,cell_457
Z,cell_233,cell_540
S,cell_233,cell_1278
E,cell_235,cell_26
S,cell_235,cell_31
R2,cell_235,cell_115
N,cell_235,cell_233
R3,cell_235,cell_242
Z,cell_235,cell_544
T,cell_235,cell_712
s,cell_235,cell_1777
z,cell_235,cell_2144
T,cell_237,cell_56
Z,cell_237,cell_115
S,cell_237,cell_121
N,cell_237,cell_124
s,cell_237,cell_143
R3,cell_237,cell_238
R2,cell_237,cell_544
z,cell_237,cell_662
E,cell_237,cell_701
T,cell_238,cell_55
S,cell_238,cell_79
s,cell_238,cell_145
Z,cell_238,cell_150
R3,cell_238,cell_237
z,cell_238,cell_332
E,cell_238,cell_499
R2,cell_238,cell_588
N,cell_238,cell_589
z,cell_241,cell_18
R2,cell_241,cell_19
E,cell_241,cell_110
Z,cell_241,cell_210
T,cell_241,cell_242
S,cell_241,cell_352
N,cell_241,cell_537
R3,cell_241,cell_712
s,cell_241,cell_3112
R2,cell_242,cell_150
N,cell_242,cell_207
R3,cell_242,cell_235
T,cell_242,cell_241
S,cell_242,cell_254
z,cell_242,cell_286
E,cell_242,cell_317
Z,cell_242,cell_588
s,cell_242,cell_1315
s,cell_243,cell_0
z,cell_243,cell_52
T,cell_243,cell_92
Z,cell_243,cell_162
E,cell_243,cell_273
R2,cell_243,cell_682
S,cell_243,cell_824
N,cell_243,cell_1105
R3,cell_243,cell_2861
N,cell_244,cell_1
s,cell_244,cell_4
E,cell_244,cell_209
T,cell_244,cell_245
R2,cell_244,cell_300
S,cell_244,cell_678
z,cell_244,cell_830
Z,cell_244,cell_2744
R3,cell_244,cell_5637
N,cell_245,cell_107
S,cell_245,cell_184
T,cell_245,cell_244
Z,cell_245,cell_322
E,cell_245,cell_540
s,cell_245,cell_1678
R2,cell_245,cell_1780
z,cell_245,cell_2409
R3,cell_245,cell_4168
T,cell_247,cell_57
S,cell_247,cell_65
N,cell_247,cell_98
E,cell_247,cell_143
R2,cell_247,cell_248
Z,cell_247,cell_365
R3,cell_247,cell_366
z,cell_247,cell_370
s,cell_247,cell_701
z,cell_248,cell_91
s,cell_248,cell_107
R2,cell_248,cell_247
Z,cell_248,cell_250
R3,cell_248,cell_265
E,cell_248,cell_463
S,cell_248,cell_739
T,cell_248,cell_1112
N,cell_248,cell_1678
s,cell_250,cell_26
T,cell_250,cell_230
Z,cell_250,cell_248
z,cell_250,cell_251
N,cell_250,cell_315
R3,cell_250,cell_316
R2,cell_250,cell_365
S,cell_250,cell_759
E,cell_250,cell_1777
Z,cell_251,cell_91
N,cell_251,cell_93
T,cell_251,cell_101
z,cell_251,cell_250
R3,cell_251,cell_266
s,cell_251,cell_323
S,cell_251,cell_728
E,cell_251,cell_1400
R2,cell_251,cell_2334
R3,cell_254,cell_31
s,cell_254,cell_76
Z,cell_254,cell_152
S,cell_254,cell_242
R2,cell_254,cell_255
T,cell_254,cell_352
z,cell_254,cell_604
E,cell_254,cell_930
N,cell_254,cell_951
z,cell_255,cell_77
Z,cell_255,cell_79
R3,cell_255,cell_116
S,cell_255,cell_150
s,cell_255,cell_181
E,cell_255,cell_190
R2,cell_255,cell_254
N,cell_255,cell_471
T,cell_255,cell_480
N,cell_256,cell_39
T,cell_256,cell_116
z,cell_256,cell_118
s,cell_256,cell_213
Z,cell_256,cell_328
R2,cell_256,cell_406
E,cell_256,cell_447
R3,cell_256,cell_480
S,cell_256,cell_714
N,cell_257,cell_32
E,cell_257,cell_34
R3,cell_257,cell_90
R2,cell_257,cell_160
z,cell_257,cell_258
s,cell_257,cell_304
T,cell_257,cell_325
Z,cell_257,cell_2053
S,cell_257,cell_2146
T,cell_258,cell_35
N,cell_258,cell_121
S,cell_258,cell_124
Z,cell_258,cell_128
z,cell_258,cell_257
E,cell_258,cell_298
s,cell_258,cell_303
R2,cell_258,cell_568
R3,cell_258,cell_573
S,cell_259,cell_73
N,cell_259,cell_114
s,cell_259,cell_128
R3,cell_259,cell_204
T,cell_259,cell_214
Z,cell_259,cell_303
z,cell_259,cell_415
R2,cell_259,cell_995
E,cell_259,cell_1328
s,cell_260,cell_35
S,cell_260,cell_54
Z,cell_260,cell_214
R2,cell_260,cell_261
T,cell_260,cell_303
N,cell_260,cell_674
E,cell_260,cell_823
z,cell_260,cell_1370
R3,cell_260,cell_1702
R2,cell_261,cell_260
s,cell_261,cell_262
S,cell_261,cell_275
T,cell_261,cell_423
z,cell_261,cell_669
Z,cell_261,cell_675
N,cell_261,cell_1094
R3,cell_261,cell_1211
E,cell_261,cell_1682
R2,cell_262,cell_35
z,cell_262,cell_158
S,cell_262,cell_209
s,cell_262,cell_261
Z,cell_262,cell_392
T,cell_262,cell_568
R3,cell_262,cell_619
E,cell_262,cell_678
N,cell_262,cell_2203
E,cell_263,cell_18
z,cell_263,cell_110
S,cell_263,cell_637
Z,cell_263,cell_645
R2,cell_263,cell_718
R3,cell_263,cell_750
s,cell_263,cell_1100
N,cell_263,cell_1515
T,cell_263,cell_1788
z,cell_264,cell_8
R2,cell_264,cell_43
S,cell_264,cell_45
R3,cell_264,cell_169
s,cell_264,cell_645
N,cell_264,cell_684
T,cell_264,cell_687
Z,cell_264,cell_1100
E,cell_264,cell_1589
T,cell_265,cell_8
R3,cell_265,cell_248
Z,cell_265,cell_316
R2,cell_265,cell_366
E,cell_265,cell_464
z,cell_265,cell_687
S,cell_265,cell_729
N,cell_265,cell_878
s,cell_265,cell_1552
R3,cell_266,cell_251
z,cell_266,cell_316
E,cell_266,cell_507
N,cell_266,cell_585
Z,cell_266,cell_687
S,cell_266,cell_761
T,cell_266,cell_1100
R2,cell_266,cell_1758
s,cell_266,cell_1788
N,cell_267,cell_46
s,cell_267,cell_48
Z,cell_267,cell_62
S,cell_267,cell_101
R3,cell_267,cell_408
T,cell_267,cell_728
R2,cell_267,cell_826
z,cell_267,cell_852
E,cell_267,cell_961
s,cell_268,cell_36
S,cell_268,cell_315
T,cell_268,cell_375
z,cell_268,cell_578
Z,cell_268,cell_733
N,cell_268,cell_759
E,cell_268,cell_995
R3,cell_268,cell_1095
R2,cell_268,cell_1328
T,cell_269,cell_45
R3,cell_269,cell_63
N,cell_269,cell_193
E,cell_269,cell_605
S,cell_269,cell_687
z,cell_269,cell_729
Z,cell_269,cell_761
R2,cell_269,cell_835
s,cell_269,cell_1131
E,cell_270,cell_152
R2,cell_270,cell_191
N,cell_270,cell_271
R3,cell_270,cell_295
s,cell_270,cell_729
Z,cell_270,cell_930
z,cell_270,cell_1131
S,cell_270,cell_1552
T,cell_270,cell_1809
R2,cell_271,cell_183
R3,cell_271,cell_184
Z,cell_271,cell_185
z,cell_271,cell_194
N,cell_271,cell_270
T,cell_271,cell_272
E,cell_271,cell_572
s,cell_271,cell_731
S,cell_271,cell_4168
s,cell_272,cell_3
T,cell_272,cell_271
E,cell_272,cell_619
R3,cell_272,cell_678
Z,cell_272,cell_970
R2,cell_272,cell_1070
z,cell_272,cell_1658
N,cell_272,cell_1809
S,cell_272,cell_5637
z,cell_273,cell_54
E,cell_273,cell_243
T,cell_273,cell_420
N,cell_273,cell_1219
S,cell_273,cell_1370
Z,cell_273,cell_1420
s,cell_273,cell_1422
R3,cell_273,cell_1594
R2,cell_273,cell_1968
E,cell_275,cell_4
R2,cell_275,cell_54
T,cell_275,cell_123
s,cell_275,cell_209
N,cell_275,cell_216
S,cell_275,cell_261
Z,cell_275,cell_278
R3,cell_275,cell_360
z,cell_275,cell_1968
R3,cell_277,cell_132
E,cell_277,cell_163
T,cell_277,cell_205
z,cell_277,cell_278
s,cell_277,cell_355
S,cell_277,cell_391
N,cell_277,cell_622
R2,cell_277,cell_1420
Z,cell_277,cell_1968
R3,cell_278,cell_133
Z,cell_278,cell_275
z,cell_278,cell_277
s,cell_278,cell_279
T,cell_278,cell_419
N,cell_278,cell_485
S,cell_278,cell_675
R2,cell_278,cell_708
E,cell_278,cell_1254
Z,cell_279,cell_209
T,cell_279,cell_233
s,cell_279,cell_278
z,cell_279,cell_355
S,cell_279,cell_392
R3,cell_279,cell_537
N,cell_279,cell_712
R2,cell_279,cell_883
E,cell_279,cell_2744
E,cell_283,cell_23
S,cell_283,cell_77
z,cell_283,cell_150
s,cell_283,cell_173
R2,cell_283,cell_286
T,cell_283,cell_290
N,cell_283,cell_312
Z,cell_283,cell_332
R3,cell_283,cell_666
T,cell_284,cell_17
R3,cell_284,cell_142
Z,cell_284,cell_145
N,cell_284,cell_147
s,cell_284,cell_150
z,cell_284,cell_173
S,cell_284,cell_181
E,cell_284,cell_803
R2,cell_284,cell_1315
T,cell_286,cell_18
z,cell_286,cell_242
R2,cell_286,cell_283
N,cell_286,cell_474
s,cell_286,cell_507
S,cell_286,cell_604
Z,cell_286,cell_1321
E,cell_286,cell_1788
R3,cell_286,cell_2144
s,cell_290,cell_14
R2,cell_290,cell_18
z,cell_290,cell_19
Z,cell_290,cell_58
T,cell_290,cell_283
N,cell_290,cell_524
R3,cell_290,cell_614
E,cell_290,cell_718
S,cell_290,cell_3080
T,cell_294,cell_47
s,cell_294,cell_63
E,cell_294,cell_159
N,cell_294,cell_192
z,cell_294,cell_295
S,cell_294,cell_705
R2,cell_294,cell_1128
Z,cell_294,cell_1129
R3,cell_294,cell_1131
S,cell_295,cell_107
N,cell_295,cell_184
R3,cell_295,cell_270
z,cell_295,cell_294
R2,cell_295,cell_342
E,cell_295,cell_600
s,cell_295,cell_739
T,cell_295,cell_1167
Z,cell_295,cell_1980
z,cell_298,cell_34
R3,cell_298,cell_183
R2,cell_298,cell_184
E,cell_298,cell_258
T,cell_298,cell_299
s,cell_298,cell_340
N,cell_298,cell_342
S,cell_298,cell_1780
Z,cell_298,cell_5187
E,cell_299,cell_35
Z,cell_299,cell_40
T,cell_299,cell_298
S,cell_299,cell_300
N,cell_299,cell_413
R2,cell_299,cell_678
s,cell_299,cell_823
R3,cell_299,cell_1070
z,cell_299,cell_1163
z,cell_300,cell_0
s,cell_300,cell_52
R2,cell_300,cell_244
S,cell_300,cell_299
R3,cell_300,cell_302
N,cell_300,cell_722
Z,cell_300,cell_771
E,cell_300,cell_980
T,cell_300,cell_1780
R3,cell_302,cell_300
z,cell_302,cell_454
s,cell_302,cell_768
Z,cell_302,cell_770
E,cell_302,cell_981
S,cell_302,cell_1070
N,cell_302,cell_1622
T,cell_302,cell_1988
R2,cell_302,cell_5637
s,cell_303,cell_258
Z,cell_303,cell_259
T,cell_303,cell_260
z,cell_303,cell_304
E,cell_303,cell_340
R2,cell_303,cell_423
S,cell_303,cell_436
R3,cell_303,cell_586
N,cell_303,cell_1346
s,cell_304,cell_257
z,cell_304,cell_303
R3,cell_304,cell_306
E,cell_304,cell_399
Z,cell_304,cell_415
S,cell_304,cell_420
R2,cell_304,cell_424
N,cell_304,cell_1036
T,cell_304,cell_1370
Z,cell_305,cell_74
z,cell_305,cell_126
R2,cell_305,cell_134
N,cell_305,cell_178
S,cell_305,cell_306
s,cell_305,cell_311
E,cell_305,cell_394
R3,cell_305,cell_420
T,cell_305,cell_1594
s,cell_306,cell_90
R3,cell_306,cell_304
S,cell_306,cell_305
Z,cell_306,cell_387
z,cell_306,cell_586
T,cell_306,cell_787
E,cell_306,cell_807
R2,cell_306,cell_1204
N,cell_306,cell_1996
S,cell_311,cell_90
s,cell_311,cell_305
Z,cell_311,cell_312
N,cell_311,cell_332
z,cell_311,cell_589
R2,cell_311,cell_887
T,cell_311,cell_1834
R3,cell_311,cell_2146
E,cell_311,cell_3808
s,cell_312,cell_74
S,cell_312,cell_89
N,cell_312,cell_283
Z,cell_312,cell_311
R2,cell_312,cell_474
T,cell_312,cell_524
R3,cell_312,cell_913
z,cell_312,cell_1874
E,cell_312,cell_3096
E,cell_314,cell_139
T,cell_314,cell_224
R3,cell_314,cell_315
N,cell_314,cell_316
s,cell_314,cell_318
z,cell_314,cell_585
R2,cell_314,cell_766
Z,cell_314,cell_878
S,cell_314,cell_1095
z,cell_315,cell_93
N,cell_315,cell_250
S,cell_315,cell_268
R3,cell_315,cell_314
s,cell_315,cell_322
E,cell_315,cell_419
T,cell_315,cell_1254
R2,cell_315,cell_1258
Z,cell_315,cell_1678
T,cell_316,cell_10
R3,cell_316,cell_250
Z,cell_316,cell_265
z,cell_316,cell_266
N,cell_316,cell_314
s,cell_316,cell_317
S,cell_316,cell_738
R2,cell_316,cell_803
E,cell_316,cell_1315
R3,cell_317,cell_26
R2,cell_317,cell_27
T,cell_317,cell_110
E,cell_317,cell_242
s,cell_317,cell_316
N,cell_317,cell_318
S,cell_317,cell_930
Z,cell_317,cell_1552
z,cell_317,cell_1788
S,cell_318,cell_185
E,cell_318,cell_207
s,cell_318,cell_314
N,cell_318,cell_317
R3,cell_318,cell_322
T,cell_318,cell_1845
z,cell_318,cell_2399
R2,cell_318,cell_3458
Z,cell_318,cell_4168
N,cell_322,cell_26
S,cell_322,cell_36
E,cell_322,cell_233
Z,cell_322,cell_245
s,cell_322,cell_315
R3,cell_322,cell_318
z,cell_322,cell_2681
T,cell_322,cell_2744
R2,cell_322,cell_4068
z,cell_323,cell_26
R2,cell_323,cell_106
s,cell_323,cell_251
Z,cell_323,cell_705
T,cell_323,cell_750
S,cell_323,cell_1129
R3,cell_323,cell_1788
E,cell_323,cell_2144
N,cell_323,cell_2681
s,cell_324,cell_157
S,cell_324,cell_218
Z,cell_324,cell_221
R3,cell_324,cell_669
E,cell_324,cell_686
R2,cell_324,cell_787
N,cell_324,cell_964
T,cell_324,cell_1204
z,cell_324,cell_1211
z,cell_325,cell_35
R2,cell_325,cell_158
T,cell_325,cell_257
N,cell_325,cell_326
Z,cell_325,cell_484
R3,cell_325,cell_1001
E,cell_325,cell_1163
s,cell_325,cell_1370
S,cell_325,cell_1422
T,cell_326,cell_32
S,cell_326,cell_117
Z,cell_326,cell_118
R2,cell_326,cell_154
N,cell_326,cell_325
z,cell_326,cell_328
s,cell_326,cell_329
E,cell_326,cell_1106
R3,cell_326,cell_1157
N,cell_328,cell_35
S,cell_328,cell_56
T,cell_328,cell_121
Z,cell_328,cell_256
z,cell_328,cell_326
E,cell_328,cell_413
s,cell_328,cell_674
R3,cell_328,cell_1898
R2,cell_328,cell_2203
s,cell_329,cell_326
Z,cell_329,cell_486
z,cell_329,cell_674
R2,cell_329,cell_809
T,cell_329,cell_1036
S,cell_329,cell_1219
E,cell_329,cell_1334
N,cell_329,cell_1370
R3,cell_329,cell_1697
T,cell_332,cell_58
S,cell_332,cell_78
s,cell_332,cell_178
z,cell_332,cell_238
Z,cell_332,cell_283
N,cell_332,cell_311
E,cell_332,cell_395
R3,cell_332,cell_662
R2,cell_332,cell_1321
N,cell_334,cell_44
E,cell_334,cell_667
T,cell_334,cell_763
R3,cell_334,cell_904
Z,cell_334,cell_1068
s,cell_334,cell_1162
R2,cell_334,cell_1354
z,cell_334,cell_1355
S,cell_334,cell_2793
R3,cell_335,cell_338
T,cell_335,cell_367
Z,cell_335,cell_411
s,cell_335,cell_412
S,cell_335,cell_724
z,cell_335,cell_726
N,cell_335,cell_903
E,cell_335,cell_1571
R2,cell_335,cell_3214
S,cell_338,cell_57
T,cell_338,cell_65
R3,cell_338,cell_335
s,cell_338,cell_413
E,cell_338,cell_674
N,cell_338,cell_823
R2,cell_338,cell_849
z,cell_338,cell_1334
Z,cell_338,cell_3132
N,cell_340,cell_65
S,cell_340,cell_98
s,cell_340,cell_298
E,cell_340,cell_303
z,cell_340,cell_399
R2,cell_340,cell_733
T,cell_340,cell_823
R3,cell_340,cell_924
Z,cell_340,cell_1328
Z,cell_342,cell_21
s,cell_342,cell_65
E,cell_342,cell_121
R3,cell_342,cell_191
R2,cell_342,cell_295
N,cell_342,cell_298
T,cell_342,cell_413
S,cell_342,cell_701
z,cell_342,cell_1128
s,cell_344,cell_140
z,cell_344,cell_348
N,cell_344,cell_352
R3,cell_344,cell_392
R2,cell_344,cell_478
S,cell_344,cell_537
Z,cell_344,cell_619
T,cell_344,cell_951
E,cell_344,cell_970
T,cell_345,cell_89
R2,cell_345,cell_348
z,cell_345,cell_478
R3,cell_345,cell_484
S,cell_345,cell_524
s,cell_345,cell_667
Z,cell_345,cell_1001
E,cell_345,cell_1162
N,cell_345,cell_3080
Z,cell_348,cell_157
s,cell_348,cell_221
E,cell_348,cell_223
z,cell_348,cell_344
R2,cell_348,cell_345
N,cell_348,cell_350
S,cell_348,cell_357
T,cell_348,cell_385
R3,cell_348,cell_676
S,cell_350,cell_18
N,cell_350,cell_348
z,cell_350,cell_352
s,cell_350,cell_407
Z,cell_350,cell_443
T,cell_350,cell_604
E,cell_350,cell_637
R3,cell_350,cell_2344
R2,cell_350,cell_3080
S,cell_352,cell_241
T,cell_352,cell_254
N,cell_352,cell_344
z,cell_352,cell_350
R3,cell_352,cell_406
R2,cell_352,cell_480
s,cell_352,cell_494
E,cell_352,cell_1183
Z,cell_352,cell_1896
N,cell_354,cell_19
S,cell_354,cell_478
z,cell_354,cell_524
R2,cell_354,cell_537
E,cell_354,cell_770
R3,cell_354,cell_883
Z,cell_354,cell_981
s,cell_354,cell_998
T,cell_354,cell_1874
Z,cell_355,cell_51
N,cell_355,cell_112
E,cell_355,cell_164
s,cell_355,cell_277
z,cell_355,cell_279
R3,cell_355,cell_357
T,cell_355,cell_457
R2,cell_355,cell_475
S,cell_355,cell_676
N,cell_357,cell_18
s,cell_357,cell_132
S,cell_357,cell_348
R3,cell_357,cell_355
T,cell_357,cell_474
R2,cell_357,cell_524
z,cell_357,cell_537
Z,cell_357,cell_1494
E,cell_357,cell_1515
E,cell_360,cell_2
T,cell_360,cell_122
R2,cell_360,cell_125
Z,cell_360,cell_133
z,cell_360,cell_218
R3,cell_360,cell_275
s,cell_360,cell_521
S,cell_360,cell_1211
N,cell_360,cell_1590
s,cell_364,cell_21
R3,cell_364,cell_22
Z,cell_364,cell_65
z,cell_364,cell_81
E,cell_364,cell_114
S,cell_364,cell_365
R2,cell_364,cell_759
N,cell_364,cell_1328
T,cell_364,cell_3132
s,cell_365,cell_24
E,cell_365,cell_142
Z,cell_365,cell_247
R2,cell_365,cell_250
S,cell_365,cell_364
R3,cell_365,cell_803
N,cell_365,cell_1258
T,cell_365,cell_1749
z,cell_365,cell_2334
N,cell_366,cell_97
E,cell_366,cell_145
R3,cell_366,cell_247
R2,cell_366,cell_265
S,cell_366,cell_367
s,cell_366,cell_499
T,cell_366,cell_724
z,cell_366,cell_755
Z,cell_366,cell_803
Z,cell_367,cell_22
R3,cell_367,cell_65
s,cell_367,cell_191
T,cell_367,cell_335
S,cell_367,cell_366
R2,cell_367,cell_729
z,cell_367,cell_835
E,cell_367,cell_841
N,cell_367,cell_924
R2,cell_370,cell_91
N,cell_370,cell_92
s,cell_370,cell_105
z,cell_370,cell_247
S,cell_370,cell_398
R3,cell_370,cell_755
T,cell_370,cell_1105
E,cell_370,cell_2047
Z,cell_370,cell_2334
s,cell_375,cell_37
z,cell_375,cell_46
T,cell_375,cell_268
E,cell_375,cell_675
N,cell_375,cell_852
R3,cell_375,cell_858
R2,cell_375,cell_905
S,cell_375,cell_1254
Z,cell_375,cell_1682
S,cell_382,cell_194
s,cell_382,cell_383
E,cell_382,cell_887
T,cell_382,cell_1919
Z,cell_382,cell_2399
R3,cell_382,cell_2409
N,cell_382,cell_2539
R2,cell_382,cell_3808
z,cell_382,cell_4168
E,cell_383,cell_134
S,cell_383,cell_193
s,cell_383,cell_382
R2,cell_383,cell_394
Z,cell_383,cell_585
T,cell_383,cell_684
N,cell_383,cell_687
z,cell_383,cell_878
R3,cell_383,cell_1049
Z,cell_384,cell_75
S,cell_384,cell_122
R3,cell_384,cell_423
s,cell_384,cell_572
R2,cell_384,cell_586
N,cell_384,cell_599
E,cell_384,cell_731
z,cell_384,cell_1204
T,cell_384,cell_1211
R2,cell_385,cell_89
R3,cell_385,cell_203
T,cell_385,cell_348
s,cell_385,cell_386
S,cell_385,cell_474
E,cell_385,cell_583
N,cell_385,cell_604
z,cell_385,cell_951
Z,cell_385,cell_1010
E,cell_386,cell_68
z,cell_386,cell_75
S,cell_386,cell_206
T,cell_386,cell_221
s,cell_386,cell_385
R2,cell_386,cell_387
N,cell_386,cell_506
R3,cell_386,cell_560
Z,cell_386,cell_1204
S,cell_387,cell_74
s,cell_387,cell_89
z,cell_387,cell_204
Z,cell_387,cell_306
R2,cell_387,cell_386
R3,cell_387,cell_415
T,cell_387,cell_667
E,cell_387,cell_763
N,cell_387,cell_1576
R2,cell_391,cell_33
E,cell_391,cell_46
R3,cell_391,cell_221
S,cell_391,cell_277
T,cell_391,cell_560
Z,cell_391,cell_669
z,cell_391,cell_675
s,cell_391,cell_676
N,cell_391,cell_961
E,cell_392,cell_37
R2,cell_392,cell_39
Z,cell_392,cell_262
S,cell_392,cell_279
R3,cell_392,cell_344
N,cell_392,cell_406
s,cell_392,cell_675
z,cell_392,cell_676
T,cell_392,cell_1278
R3,cell_394,cell_92
z,cell_394,cell_97
E,cell_394,cell_305
R2,cell_394,cell_383
Z,cell_394,cell_653
N,cell_394,cell_755
S,cell_394,cell_807
T,cell_394,cell_2861
s,cell_394,cell_3808
Z,cell_395,cell_23
T,cell_395,cell_59
R3,cell_395,cell_105
E,cell_395,cell_332
z,cell_395,cell_499
s,cell_395,cell_755
S,cell_395,cell_836
R2,cell_395,cell_2539
N,cell_395,cell_3808
R2,cell_398,cell_63
z,cell_398,cell_65
Z,cell_398,cell_81
S,cell_398,cell_370
N,cell_398,cell_399
R3,cell_398,cell_835
E,cell_398,cell_1036
s,cell_398,cell_1128
T,cell_398,cell_1334
s,cell_399,cell_34
R2,cell_399,cell_64
Z,cell_399,cell_69
S,cell_399,cell_92
E,cell_399,cell_304
z,cell_399,cell_340
N,cell_399,cell_398
R3,cell_399,cell_807
T,cell_399,cell_824
T,cell_406,cell_31
R2,cell_406,cell_256
R3,cell_406,cell_352
N,cell_406,cell_392
S,cell_406,cell_712
E,cell_406,cell_1248
Z,cell_406,cell_2203
z,cell_406,cell_2344
s,cell_406,cell_2348
S,cell_407,cell_11
N,cell_407,cell_221
s,cell_407,cell_350
E,cell_407,cell_408
z,cell_407,cell_494
T,cell_407,cell_506
R3,cell_407,cell_961
Z,cell_407,cell_964
R2,cell_407,cell_1699
R2,cell_408,cell_44
Z,cell_408,cell_45
z,cell_408,cell_61
R3,cell_408,cell_267
E,cell_408,cell_407
s,cell_408,cell_637
T,cell_408,cell_761
S,cell_408,cell_1100
N,cell_408,cell_1354
T,cell_411,cell_22
z,cell_411,cell_44
R2,cell_411,cell_61
S,cell_411,cell_228
Z,cell_411,cell_335
s,cell_411,cell_495
N,cell_411,cell_1355
E,cell_411,cell_2484
R3,cell_411,cell_3132
T,cell_412,cell_191
s,cell_412,cell_335
R3,cell_412,cell_413
Z,cell_412,cell_495
N,cell_412,cell_1070
z,cell_412,cell_1107
